Gene,Gene name,TLS23A/AGGGTA,TLS23A/GTTAGG,TLS23B/AGGGTA,TLS23B/GTTAGG,TLS23D/AGGGTA,TLS23D/GTTAGG,TLS23E/AGGGTA,TLS23E/GTTAGG,TLS23F/AGGGTA,TLS23F/GTTAGG
ENSMUSG00000101335.2,Gm28229,0,0,1,1,0,0,0,0,0,0
ENSMUSG00000090693.5,Trim43a,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000097073.8,9430037G07Rik,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000079427.11,Mthfsl,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000066442.18,Mthfs,0,0,2,0,0,0,1,0,0,0
ENSMUSG00000032368.15,Zic1,0,0,1,2,2,0,0,0,2,0
ENSMUSG00000032369.14,Plscr1,0,0,2,2,2,0,5,0,1,0
ENSMUSG00000089709.2,Gm16262,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000049493.14,Pls1,0,0,3,0,3,0,0,1,1,0
ENSMUSG00000100931.2,Gm28085,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000101365.2,Gm19325,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000032456.14,Nmnat3,0,0,3,0,3,0,3,0,0,0
ENSMUSG00000102861.2,Gm37637,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000037681.14,Esyt3,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000044244.19,Il20rb,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000103657.2,Gm37204,0,0,3,1,0,0,0,0,0,0
ENSMUSG00000104392.2,Gm37962,0,0,1,0,0,1,1,0,0,0
ENSMUSG00000102452.2,Gm38344,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000103026.2,Gm31326,0,0,1,0,2,0,0,0,0,0
ENSMUSG00000104041.2,Gm37562,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000065107.4,n-R5s88,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000035048.14,Anapc13,0,0,1,0,1,0,1,0,2,0
ENSMUSG00000102461.2,Gm37166,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000099616.2,4932413F04Rik,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000102441.2,Gm38032,0,0,3,0,0,0,2,0,0,0
ENSMUSG00000032565.10,Nudt16,0,0,0,1,0,1,0,0,1,0
ENSMUSG00000020258.17,Glyctk,0,0,0,1,1,0,0,0,0,0
ENSMUSG00000020253.16,Ppm1m,0,0,1,0,3,0,0,0,0,0
ENSMUSG00000097592.3,4930500F10Rik,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000032579.15,Hemk1,0,0,1,2,3,1,2,1,0,0
ENSMUSG00000037977.7,6430571L13Rik,0,0,0,1,0,0,2,1,0,0
ENSMUSG00000037190.13,Cyb561d2,0,0,2,1,1,0,1,0,3,0
ENSMUSG00000010047.13,Hyal2,0,0,3,0,1,0,1,0,3,1
ENSMUSG00000102324.2,Gm19721,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000102899.2,Gm37850,0,0,0,1,2,0,2,0,1,0
ENSMUSG00000102540.2,Gm38134,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000032593.6,Amigo3,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000104399.2,Gm37963,0,0,1,1,0,0,0,0,1,0
ENSMUSG00000103621.2,Gm38366,0,0,1,0,2,0,1,0,0,0
ENSMUSG00000062867.14,Impdh2,0,0,1,0,1,1,0,0,1,0
ENSMUSG00000103785.2,Gm35025,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000103754.2,Gm37284,0,0,0,1,0,0,0,0,1,0
ENSMUSG00000032477.15,Cdc25a,0,0,1,0,0,0,1,0,2,1
ENSMUSG00000105856.2,Gm43732,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000054836.13,Elp6,0,0,1,0,1,0,1,0,1,0
ENSMUSG00000104983.2,Gm42763,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000104945.2,Gm35715,0,0,1,1,0,0,1,0,0,0
ENSMUSG00000049555.11,Tmie,0,0,0,1,1,0,0,0,1,0
ENSMUSG00000032431.7,Crtap,0,0,2,0,0,0,1,0,4,0
ENSMUSG00000097821.3,C130032M10Rik,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000111530.2,Gm9487,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000092184.2,Gm18489,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000110676.2,Gm45897,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000038060.16,Dlec1,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000032508.9,Myd88,0,0,1,0,2,0,0,0,0,0
ENSMUSG00000097223.3,Gm2449,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000032515.9,Csrnp1,0,0,0,1,1,0,2,0,0,0
ENSMUSG00000052336.8,Cx3cr1,0,0,1,1,0,0,1,0,4,0
ENSMUSG00000040936.16,Ulk4,0,0,1,0,0,0,0,1,0,0
ENSMUSG00000032528.6,Vipr1,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000111465.2,Gm47113,0,0,1,1,2,0,1,1,1,0
ENSMUSG00000038233.11,Gask1a,0,0,0,1,0,0,1,0,1,0
ENSMUSG00000111325.2,Gm47140,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000111063.2,Zfp660,0,0,2,0,0,0,0,0,0,1
ENSMUSG00000025787.7,Tgm4,0,0,1,0,0,0,0,0,1,0
ENSMUSG00000110795.2,Gm47179,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000087350.2,Gm16254,0,0,1,1,0,0,0,0,0,0
ENSMUSG00000112019.2,Gm48748,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000112307.2,Gm48751,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000112303.2,Gm48759,0,0,2,0,0,0,0,0,1,0
ENSMUSG00000112059.2,Gm48282,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000098065.2,Gm5177,0,0,0,1,0,0,1,0,0,0
ENSMUSG00000065181.3,Gm25139,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000112816.2,Gm48798,0,0,1,0,0,0,0,0,1,0
ENSMUSG00000098048.2,Gm8330,0,0,1,0,0,0,1,0,3,0
ENSMUSG00000039116.8,Adgrg6,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000096977.3,Gm10827,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000019853.7,Hebp2,0,0,1,1,0,0,2,0,0,0
ENSMUSG00000020007.5,Il20ra,0,0,2,0,0,0,0,0,0,1
ENSMUSG00000050473.6,Slc35d3,0,0,0,2,0,0,1,0,1,0
ENSMUSG00000111067.2,Gm48714,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000110754.2,4930405J17Rik,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000091730.2,Gm17230,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000019982.16,Myb,0,0,2,0,1,0,0,0,0,0
ENSMUSG00000019997.12,Ccn2,0,0,4,0,1,0,1,1,0,0
ENSMUSG00000037370.14,Enpp1,0,0,1,0,2,1,1,0,2,0
ENSMUSG00000112371.2,Gm7791,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000112445.2,Gm47830,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000019899.18,Lama2,0,0,1,2,1,0,1,2,2,0
ENSMUSG00000110830.2,Gm46218,0,0,2,1,0,0,0,0,0,0
ENSMUSG00000111646.2,Gm40621,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000075266.6,Cenpw,0,0,0,1,0,0,0,0,1,0
ENSMUSG00000019791.13,Hint3,0,0,0,1,0,0,1,0,0,0
ENSMUSG00000110744.2,Gm5171,0,0,1,1,1,1,0,0,0,0
ENSMUSG00000112914.2,Gm47702,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000039462.5,Col10a1,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000019846.12,Lama4,0,0,1,0,2,2,0,0,2,0
ENSMUSG00000085799.2,Gm6963,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000019842.7,Traf3ip2,0,0,2,0,0,0,0,1,1,0
ENSMUSG00000111847.2,Gm8899,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000096687.9,Mfsd4b4,0,0,0,1,0,0,1,0,0,0
ENSMUSG00000038522.8,Mfsd4b1,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000019823.18,Mical1,0,0,1,0,0,0,0,0,1,0
ENSMUSG00000075225.16,Ccdc162,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000038332.14,Sesn1,0,0,3,0,2,1,4,1,2,0
ENSMUSG00000038302.15,Afg1l,0,0,1,0,0,1,1,0,3,0
ENSMUSG00000083429.3,Gm15198,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000089839.2,Rps19-ps11,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000019797.12,Mtres1,0,0,3,2,2,1,1,0,5,0
ENSMUSG00000047139.10,Cd24a,0,0,0,1,0,0,1,0,2,0
ENSMUSG00000094852.4,Gm9034,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000038160.8,Atg5,0,0,5,2,0,1,1,2,3,0
ENSMUSG00000111491.2,Gm47503,0,0,1,0,0,0,1,0,1,0
ENSMUSG00000110841.2,Gpx4-ps2,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000112295.2,Gm47017,0,0,3,1,0,0,2,0,1,0
ENSMUSG00000111935.2,Gm47023,0,0,3,0,0,0,0,0,0,0
ENSMUSG00000112317.2,Gm47580,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000111918.2,Gm47624,0,0,1,0,0,1,0,0,1,0
ENSMUSG00000019857.8,Asf1a,0,0,6,1,1,0,0,1,1,0
ENSMUSG00000050953.11,Gja1,0,0,0,1,1,0,1,1,0,1
ENSMUSG00000038010.10,Ccdc138,0,0,2,2,0,0,2,0,0,0
ENSMUSG00000088744.3,Gm23223,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000071280.3,Gm10322,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000020100.16,Slc29a3,0,0,3,0,4,0,4,1,1,0
ENSMUSG00000020092.10,Pald1,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000112875.2,Gm48074,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000112255.2,Gm47594,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000020087.6,Tysnd1,0,0,2,0,2,2,1,0,2,0
ENSMUSG00000020083.14,Fam241b,0,0,2,0,2,0,2,1,2,0
ENSMUSG00000020080.9,Hkdc1,0,0,3,1,2,0,1,0,0,0
ENSMUSG00000097129.3,4930507D05Rik,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000036923.13,Stox1,0,0,0,2,2,0,1,0,2,1
ENSMUSG00000112309.2,Gm48353,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000020067.9,Mypn,0,0,2,1,2,0,0,0,0,0
ENSMUSG00000065705.3,Gm22829,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000014329.15,Bicc1,0,0,0,1,1,0,0,0,0,0
ENSMUSG00000033427.15,Upb1,0,0,1,3,0,0,0,0,1,0
ENSMUSG00000020180.11,Snrpd3,0,0,2,1,1,0,5,0,2,0
ENSMUSG00000006344.18,Ggt5,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000112789.2,Gm19326,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000001665.12,Gstt3,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000009092.6,Derl3,0,0,1,0,0,0,2,1,1,0
ENSMUSG00000089711.2,Gm16240,0,0,2,0,0,0,1,0,0,0
ENSMUSG00000000290.14,Itgb2,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000112300.2,Gm47976,0,0,1,1,0,0,0,0,0,0
ENSMUSG00000112442.2,Gm47992,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000005054.8,Cstb,0,0,4,1,2,1,0,0,4,0
ENSMUSG00000032714.7,Syde1,0,0,3,1,0,0,1,0,2,0
ENSMUSG00000045912.10,C2cd4c,0,0,2,1,2,2,1,0,0,0
ENSMUSG00000057729.13,Prtn3,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000020150.14,Gamt,0,0,0,1,2,0,0,0,0,0
ENSMUSG00000055862.8,Izumo4,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000035041.9,Creb3l3,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000113262.2,Gm48551,0,0,2,0,2,0,0,0,1,0
ENSMUSG00000034771.16,Tle2,0,0,3,1,4,1,1,2,0,0
ENSMUSG00000074862.12,BC025920,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000112790.2,Gm33378,0,0,0,1,0,0,0,0,1,0
ENSMUSG00000112160.2,BC024063,0,0,0,1,0,0,0,1,0,0
ENSMUSG00000112847.2,Gm47573,0,0,3,1,1,0,1,0,1,0
ENSMUSG00000112084.2,Gm10773,0,0,1,0,0,0,1,0,1,0
ENSMUSG00000097309.3,Gm17249,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000112836.2,Gm47006,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000112893.2,Gm9583,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000044937.16,Ttc41,0,0,0,1,0,0,2,0,0,0
ENSMUSG00000035459.19,Stab2,0,0,1,1,2,0,0,0,0,0
ENSMUSG00000069540.5,Gm4925,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000074802.12,Gas2l3,0,0,2,0,2,0,2,0,2,0
ENSMUSG00000019948.5,Actr6,0,0,4,0,4,0,4,2,1,1
ENSMUSG00000111909.2,Gm18670,0,0,2,1,0,0,1,1,0,0
ENSMUSG00000112507.2,Gm47589,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000112601.2,Gm47590,0,0,4,0,0,0,1,0,0,0
ENSMUSG00000111525.2,Gm47082,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000053420.7,Gm4792,0,0,2,1,0,0,1,0,0,0
ENSMUSG00000019932.9,Kera,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000112647.2,Gm5427,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000019952.16,Poc1b,0,0,1,0,0,1,0,1,0,0
ENSMUSG00000111931.2,Gm47032,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000044921.6,Rassf9,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000112512.2,Gm48203,0,0,1,0,0,0,3,0,0,0
ENSMUSG00000112571.2,Gm48207,0,0,4,1,1,1,1,0,0,0
ENSMUSG00000112820.2,Gm48298,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000035948.14,Acss3,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000065653.3,Gm23105,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000035873.9,Pawr,0,0,1,0,0,0,0,0,1,0
ENSMUSG00000112197.2,Gm47337,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000112556.2,Gm47339,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000020186.8,Csrp2,0,0,3,3,1,1,0,0,0,0
ENSMUSG00000035759.5,Bbs10,0,0,3,2,1,1,0,0,2,0
ENSMUSG00000112822.2,A130012E19Rik,0,0,2,0,0,0,0,0,1,0
ENSMUSG00000092210.2,A930009A15Rik,0,0,3,0,0,0,1,0,0,0
ENSMUSG00000112881.2,Gm49344,0,0,1,1,0,0,0,0,0,0
ENSMUSG00000052291.9,5330438D12Rik,0,0,1,1,2,0,0,0,0,0
ENSMUSG00000112627.2,4933412E12Rik,0,0,1,1,1,0,1,0,0,0
ENSMUSG00000060187.5,Lrrc10,0,0,1,1,0,0,0,0,0,0
ENSMUSG00000112243.2,Gm47342,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000112106.2,Gm47026,0,0,1,0,0,0,0,0,1,0
ENSMUSG00000020228.12,Helb,0,0,0,1,1,0,1,2,1,0
ENSMUSG00000112596.2,Gm48804,0,0,1,1,0,0,0,0,0,0
ENSMUSG00000112417.2,A430028G04Rik,0,0,0,1,0,0,1,0,0,0
ENSMUSG00000112036.2,Gm47801,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000097331.3,F420014N23Rik,0,0,1,2,0,0,1,0,1,0
ENSMUSG00000118550.2,Gm52965,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000044005.14,Gls2,0,0,3,0,1,0,0,0,1,0
ENSMUSG00000039914.7,Coq10a,0,0,5,0,4,1,10,1,4,0
ENSMUSG00000090761.2,Gm17201,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000039824.5,Myl6b,0,0,1,0,1,0,1,0,2,0
ENSMUSG00000039810.12,Zc3h10,0,0,0,2,4,0,0,0,2,2
ENSMUSG00000025358.17,Cdk2,0,0,1,0,1,0,0,0,1,0
ENSMUSG00000078427.4,Sarnp,0,0,1,0,1,0,1,0,0,0
ENSMUSG00000025351.15,Cd63,0,0,1,0,3,1,0,0,2,0
ENSMUSG00000070601.6,Vmn2r84,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000040540.7,Ctdsp2-ps,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000092048.4,Vmn2r85,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000112712.2,Gm18755,0,0,0,1,0,0,0,0,1,0
ENSMUSG00000023764.19,Sfi1,0,0,1,1,1,0,0,0,0,0
ENSMUSG00000034587.9,8430429K09Rik,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000053263.4,Gm12592,0,0,1,1,1,0,0,0,0,0
ENSMUSG00000034579.18,Pla2g3,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000087291.2,Gm11946,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000003581.15,Rnf215,0,0,2,0,2,0,0,0,0,0
ENSMUSG00000009075.3,Cabp7,0,0,1,0,1,0,1,0,0,0
ENSMUSG00000041798.16,Gck,0,0,1,0,0,0,0,0,2,0
ENSMUSG00000083209.2,Gm11969,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000020447.6,Npc1l1,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000085156.9,Snhg15,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000020427.12,Igfbp3,0,0,0,1,0,0,1,0,1,1
ENSMUSG00000082312.2,Gm11996,0,0,1,0,1,0,0,0,1,0
ENSMUSG00000081325.2,Gm12599,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000084183.2,Gm12009,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000016984.8,Etaa1,0,0,2,0,1,1,3,0,0,0
ENSMUSG00000085743.2,8430419K02Rik,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000087507.2,Gm16141,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000084081.4,Gm12057,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000051355.19,Commd1,0,0,1,1,0,1,0,1,0,0
ENSMUSG00000020280.13,Pus10,0,0,1,0,3,0,0,1,0,0
ENSMUSG00000032889.8,Gm6685,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000084966.2,2810471M01Rik,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000086725.2,A630052C17Rik,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000084146.2,Gm12104,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000044502.17,Bod1,0,0,2,0,1,0,0,2,2,1
ENSMUSG00000085772.8,D630024D03Rik,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000085240.2,Gm12119,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000051062.7,Fbll1,0,0,1,1,3,0,1,0,3,1
ENSMUSG00000055415.9,Atp10b,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000082614.2,Gm12149,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000020395.14,Itk,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000046879.8,Irgm1,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000081570.2,Gm12192,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000020363.7,Gfpt2,0,0,2,0,0,0,1,0,0,1
ENSMUSG00000084302.2,Gm12194,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000097887.3,Gm26542,0,0,0,1,0,0,0,0,1,0
ENSMUSG00000036545.10,Adamts2,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000044296.11,Zfp879,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000020364.15,Zfp354a,0,0,3,0,1,0,0,0,1,0
ENSMUSG00000020385.17,Clk4,0,0,4,5,2,1,5,0,2,0
ENSMUSG00000018238.7,Gdf9,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000020388.13,Pdlim4,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000086209.2,4933405E24Rik,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000085585.2,Gm12223,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000085888.8,Gm12224,0,0,0,2,1,0,0,0,0,0
ENSMUSG00000020514.9,Mrpl22,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000078853.9,Igtp,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000037243.18,Zfp692,0,0,1,2,0,0,2,0,1,0
ENSMUSG00000078851.5,H2aw,0,0,2,0,0,0,0,1,1,0
ENSMUSG00000049287.6,Iba57,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000020441.7,2310033P09Rik,0,0,2,2,0,0,2,0,1,0
ENSMUSG00000082148.2,Gm12266,0,0,2,0,0,0,1,0,2,1
ENSMUSG00000056598.17,Drc3,0,0,2,0,0,0,1,0,0,0
ENSMUSG00000018599.6,Mief2,0,0,1,0,1,1,2,0,2,0
ENSMUSG00000010086.18,Rnf112,0,0,2,2,2,0,1,2,1,1
ENSMUSG00000042436.13,Mfap4,0,0,1,0,0,0,0,0,1,0
ENSMUSG00000018500.3,Adora2b,0,0,3,0,2,0,2,0,0,0
ENSMUSG00000014245.9,Pigl,0,0,3,2,1,0,1,0,1,0
ENSMUSG00000085170.2,Lrrc75aos1,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000047821.17,Trim16,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000047759.7,Hs3st3a1,0,0,1,1,0,0,1,1,0,0
ENSMUSG00000020542.19,Myocd,0,0,0,1,1,0,0,0,1,0
ENSMUSG00000018347.17,Zkscan6,0,0,4,0,1,2,0,0,0,0
ENSMUSG00000045176.4,Borcs6,0,0,1,1,1,0,3,0,2,0
ENSMUSG00000032807.6,Alox12b,0,0,0,1,0,1,3,0,2,0
ENSMUSG00000041287.6,Sox15,0,0,0,1,1,0,1,0,1,0
ENSMUSG00000041189.10,Chrnb1,0,0,1,0,0,1,4,0,0,0
ENSMUSG00000089876.4,Tmem102,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000041165.7,Spem1,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000018566.15,Slc2a4,0,0,0,1,0,0,1,0,0,0
ENSMUSG00000000318.17,Clec10a,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000020831.19,0610010K14Rik,0,0,1,1,0,0,1,0,0,0
ENSMUSG00000085952.2,Gm12315,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000093858.2,Gm19967,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000020808.4,Pimreg,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000107877.3,Gm43951,0,0,1,0,2,0,0,0,0,0
ENSMUSG00000040483.16,Xaf1,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000065298.3,Gm26121,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000086943.3,4732414G09Rik,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000005950.15,P2rx5,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000005951.14,Shpk,0,0,1,0,0,0,0,1,0,0
ENSMUSG00000043099.5,Hic1,0,0,0,1,0,0,0,0,1,0
ENSMUSG00000065590.3,Mir212,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000085148.2,Mir22hg,0,0,3,0,1,1,1,1,0,0
ENSMUSG00000038195.7,Rilp,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000037958.14,Nsrp1,0,0,0,1,2,2,2,1,0,0
ENSMUSG00000083899.3,Gm12346,0,0,0,1,0,0,0,1,0,0
ENSMUSG00000000686.12,Abhd15,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000060727.5,Gm12571,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000019437.18,Tlcd1,0,0,2,1,2,0,1,0,2,0
ENSMUSG00000001105.16,Ift20,0,0,3,0,4,1,4,1,1,0
ENSMUSG00000080180.4,Gm17235,0,0,1,0,0,0,0,0,0,1
ENSMUSG00000049489.6,Ccnq,0,0,2,0,3,0,1,1,1,0
ENSMUSG00000020826.10,Nos2,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000082304.2,Gm11198,0,0,1,0,0,0,0,0,1,0
ENSMUSG00000046010.8,Zfp830,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000018844.7,Fndc8,0,0,1,0,0,0,0,0,1,0
ENSMUSG00000020692.15,Nle1,0,0,1,0,0,0,2,0,1,0
ENSMUSG00000054404.14,Slfn5,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000020686.13,Gas2l2,0,0,1,0,0,0,0,1,0,0
ENSMUSG00000119339.1,U6,0,0,1,0,0,0,0,0,0,0
ENSMUSG00002075093.1,5S_rRNA,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000045140.9,Pigw,0,0,3,1,1,1,0,0,1,0
ENSMUSG00000020527.15,Myo19,0,0,2,0,0,0,0,0,1,0
ENSMUSG00000080791.2,Akirin1-ps,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000086199.8,Bcas3os1,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000034121.13,Mks1,0,0,1,0,0,0,4,0,0,0
ENSMUSG00000087373.8,Gm15892,0,0,2,2,0,0,1,0,0,0
ENSMUSG00000023723.18,Mrps23,0,0,0,2,1,0,3,1,0,0
ENSMUSG00000084411.3,Gm11510,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000000275.17,Trim25,0,0,4,2,0,1,4,2,3,0
ENSMUSG00000063109.14,Dgkeos,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000069763.4,Tmem100,0,0,1,1,0,0,0,0,0,0
ENSMUSG00000110344.2,Gm45716,0,0,4,1,2,2,4,1,2,3
ENSMUSG00000083764.2,Gm11516,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000094091.4,Gm21885,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000010080.16,Epn3,0,0,1,1,0,0,1,0,1,0
ENSMUSG00000039110.16,Mycbpap,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000056008.2,Gm11541,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000001506.11,Col1a1,0,0,1,2,0,0,2,0,0,0
ENSMUSG00000001510.9,Dlx3,0,0,1,0,2,0,0,0,1,0
ENSMUSG00000020872.5,Tac4,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000038811.14,Gngt2,0,0,1,1,0,0,3,0,0,0
ENSMUSG00000086015.2,4833417C18Rik,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000006058.11,Snf8,0,0,1,1,1,0,0,0,2,0
ENSMUSG00000075588.7,Hoxb2,0,0,1,0,0,0,0,0,0,1
ENSMUSG00000020876.15,Snx11,0,0,1,1,0,0,0,1,1,0
ENSMUSG00000001444.3,Tbx21,0,0,1,1,1,0,0,0,0,0
ENSMUSG00000085586.2,Gm11613,0,0,1,0,0,0,0,0,0,0
