Gene,Gene name,LS8A/AGGGTA,LS8A/GTTAGG,LS8A/TATGGA,LS8B/TATGGA,LS8B/AGGGTA,LS8B/GTTAGG,LS8C/TATGGA,LS8C/AGGGTA,LS8C/GTTAGG,LS8D/AGGGTA,LS8D/GTTAGG,LS8D/TATGGA,LS8E/TATGGA,LS8E/GTTAGG,LS8E/AGGGTA,LS8F/TATGGA,LS8F/GTTAGG,LS8F/AGGGTA,LS8H/TATGGA,LS8H/GTTAGG,LS8H/AGGGTA
ENSMUSG00000022797.17,Tfrc,48,17,77,110,26,9,50,32,17,30,23,28,22,2,5,19,3,4,13,0,2
ENSMUSG00000005615.16,Pcyt1a,64,25,69,52,52,20,25,57,13,46,14,26,11,2,3,3,0,1,12,4,0
ENSMUSG00000014075.16,Dynlt2b,3,0,7,6,3,2,5,3,0,1,3,5,2,0,1,1,0,0,1,0,0
ENSMUSG00000116714.2,2210020O09Rik,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000052363.9,Zdhhc19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022791.20,Tnk2,101,30,70,53,84,44,35,81,46,69,34,23,25,4,6,7,2,2,7,3,4
ENSMUSG00000035638.15,Muc20,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000035629.20,Rubcn,62,13,34,30,54,14,27,56,13,42,14,14,11,2,5,6,0,2,5,1,0
ENSMUSG00000022800.15,Fyttd1,52,11,58,36,41,14,25,49,17,40,18,25,14,2,5,7,2,1,5,0,1
ENSMUSG00000022801.14,Lrch3,26,8,47,40,14,10,23,18,10,15,15,18,7,0,3,3,1,0,1,2,2
ENSMUSG00000035578.17,Iqcg,1,0,18,17,1,2,11,3,0,1,0,6,3,1,0,0,0,0,1,0,1
ENSMUSG00000060636.15,Rpl35a,2,1,0,1,0,2,2,1,0,1,2,0,0,0,2,0,0,0,0,0,0
ENSMUSG00000022802.3,Lmln,19,4,51,66,18,3,28,16,7,11,11,27,11,2,3,0,3,2,5,0,3
ENSMUSG00000022807.10,Osbpl11,15,6,15,24,10,6,10,12,8,11,5,6,2,0,2,2,0,0,4,0,0
ENSMUSG00000022808.6,Snx4,21,3,13,9,13,3,2,12,4,8,6,4,1,0,2,3,0,0,0,1,0
ENSMUSG00000022811.18,Zfp148,65,32,99,93,59,25,55,70,26,43,26,49,18,2,9,14,1,2,7,1,6
ENSMUSG00000035506.17,Slc12a8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075254.13,Heg1,85,22,397,359,82,26,206,51,25,52,22,128,57,8,20,47,7,7,18,3,2
ENSMUSG00000022817.16,Itgb5,9,12,14,18,13,16,6,13,17,3,27,2,3,0,1,1,0,0,1,0,1
ENSMUSG00000022814.7,Umps,11,4,6,14,10,2,4,7,7,4,2,3,5,1,1,3,1,3,2,0,2
ENSMUSG00000061751.17,Kalrn,22,24,22,7,35,19,5,38,29,20,28,4,7,1,0,3,2,0,3,0,0
ENSMUSG00000022833.8,Ccdc14,2,3,15,25,4,0,21,1,1,4,1,12,3,2,1,2,1,0,0,0,0
ENSMUSG00000022836.12,Mylk,67,23,341,337,70,24,216,25,25,49,23,112,58,6,9,35,8,10,19,10,9
ENSMUSG00000100593.2,1700119H24Rik,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ENSMUSG00000116665.2,E130310I04Rik,7,9,134,139,12,13,86,10,15,4,9,58,19,4,6,10,3,5,13,0,2
ENSMUSG00000035376.11,Hacd2,5,2,8,4,2,0,6,5,1,2,1,5,1,0,0,1,0,0,0,0,0
ENSMUSG00000022840.10,Adcy5,112,18,21,15,99,23,5,75,26,74,19,6,6,2,4,4,0,2,5,1,3
ENSMUSG00002075911.1,U4,1,0,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
ENSMUSG00000034473.15,Sec22a,6,2,33,32,7,3,6,5,3,4,2,9,2,0,3,6,0,2,2,0,0
ENSMUSG00000116624.2,Gm49706,1,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000022844.9,Pdia5,3,0,20,25,2,3,11,2,1,5,0,9,2,0,2,1,0,0,2,2,0
ENSMUSG00000052133.17,Sema5b,11,5,6,3,8,8,6,5,8,6,9,0,1,1,0,0,0,0,0,0,0
ENSMUSG00000022848.9,Slc49a4,56,7,10,12,43,8,2,31,8,48,8,2,5,2,3,2,2,0,6,1,1
ENSMUSG00000022849.6,Hspbap1,5,1,5,2,1,0,2,7,0,3,1,3,3,0,0,1,0,0,0,0,0
ENSMUSG00000034422.15,Parp14,28,10,9,14,26,18,11,27,22,15,11,4,9,0,0,4,0,1,3,0,1
ENSMUSG00000086324.9,Gm15564,2369,479,3362,3432,1835,511,2114,2621,680,3018,762,1620,2688,521,775,2316,302,432,2021,459,639
ENSMUSG00000049502.18,Dtx3l,3,1,7,2,3,5,0,9,1,5,3,1,0,0,1,1,0,0,0,0,0
ENSMUSG00000022906.16,Parp9,0,1,4,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022905.13,Kpna1,74,23,134,131,32,27,80,47,35,53,28,59,31,2,10,14,3,3,8,5,2
ENSMUSG00000034379.10,Wdr5b,1,1,3,4,2,0,2,1,1,3,1,2,1,0,0,0,0,0,1,0,0
ENSMUSG00000003955.9,Fam162a,13,8,21,12,15,4,11,5,4,11,4,4,5,0,1,6,0,0,3,0,3
ENSMUSG00000075229.12,Ccdc58,2,1,2,1,3,1,1,2,0,5,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000022899.11,Slc15a2,4,10,7,4,8,11,1,3,10,2,10,1,2,1,0,3,1,0,0,0,0
ENSMUSG00000022837.15,Iqcb1,16,5,10,11,7,1,7,12,5,10,1,7,4,1,0,0,0,0,0,0,2
ENSMUSG00000022831.15,Hcls1,4,0,30,41,2,2,19,5,4,0,3,10,10,0,3,5,0,1,2,0,1
ENSMUSG00000034243.18,Golgb1,73,15,87,68,66,10,43,52,15,57,11,26,13,4,5,17,1,3,3,2,5
ENSMUSG00000116908.2,Gm49599,2,3,10,5,4,0,6,2,1,0,2,6,2,0,3,0,0,1,0,0,0
ENSMUSG00000084834.2,4930565N06Rik,1,0,4,1,0,2,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0
ENSMUSG00000116795.2,Gm49600,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000034206.16,Polq,0,1,3,3,1,1,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1
ENSMUSG00000022829.15,Stxbp5l,94,9,39,31,80,12,16,66,8,56,14,14,6,0,2,8,1,0,7,0,0
ENSMUSG00000022828.11,Gtf2e1,14,3,28,22,11,3,6,9,6,8,8,12,2,1,3,7,0,0,2,1,0
ENSMUSG00000022827.15,Rabl3,8,3,23,11,8,4,10,7,0,6,3,12,2,1,0,1,1,1,2,0,1
ENSMUSG00000022820.5,Ndufb4,1,1,8,4,3,0,1,4,0,4,1,2,1,0,0,0,0,0,0,0,0
ENSMUSG00000022816.12,Fstl1,91,3,17,5,69,3,4,55,5,63,1,5,3,0,0,4,0,2,4,2,3
ENSMUSG00000034158.10,Lrrc58,74,29,67,52,75,27,36,56,20,64,18,24,18,5,4,9,1,2,8,2,3
ENSMUSG00000046961.9,Gpr156,3,6,1,1,3,5,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022812.15,Gsk3b,513,124,480,442,401,113,262,411,127,360,114,182,107,31,30,73,9,18,39,9,16
ENSMUSG00000046516.11,Cox17,6,2,1,1,3,1,2,2,1,4,2,1,1,0,0,0,0,0,0,0,0
ENSMUSG00000022803.13,Popdc2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002844.10,Adprh,44,12,37,38,48,16,24,45,19,40,17,19,6,4,2,2,1,3,4,0,1
ENSMUSG00000097576.3,D930030I03Rik,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075122.6,Cd80,1,1,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002846.10,Timmdc1,7,0,5,9,8,3,7,5,2,4,0,1,1,0,1,2,0,0,1,0,1
ENSMUSG00000034064.15,Poglut1,25,3,15,7,25,7,8,11,7,12,2,5,3,1,2,1,1,0,3,2,1
ENSMUSG00000002845.15,Tmem39a,5,3,2,3,1,1,3,3,3,3,4,1,1,0,1,1,0,0,0,0,0
ENSMUSG00000091238.2,Gm17103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022799.5,Arhgap31,27,41,20,14,21,28,6,24,36,19,28,5,6,2,6,2,0,1,1,0,0
ENSMUSG00000022793.18,B4galt4,6,0,2,1,4,3,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000049436.6,Upk1b,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022790.15,Igsf11,23,19,151,115,26,23,99,27,25,20,26,64,23,1,7,24,2,2,8,1,3
ENSMUSG00000086175.3,Gm15802,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000061080.12,Lsamp,517,44,95,29,384,74,25,369,61,336,74,29,54,10,22,11,2,4,18,2,14
ENSMUSG00000102417.2,Gm36939,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101463.2,Gm28750,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000047261.10,Gap43,62,2,9,6,73,0,1,66,2,56,4,5,5,1,1,4,1,1,0,1,1
ENSMUSG00000116903.2,Gm19522,0,0,3,1,2,2,1,2,0,0,0,0,2,0,0,1,0,0,0,0,0
ENSMUSG00000022708.17,Zbtb20,293,258,334,248,189,256,159,188,246,182,233,152,74,28,24,51,4,2,46,7,11
ENSMUSG00000118809.1,U6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083827.2,Gm15712,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055370.4,Gm9968,1,1,3,0,0,2,4,1,2,1,0,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000085499.2,Gm15713,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022704.17,Qtrt2,2,2,11,12,9,1,5,5,2,4,2,3,2,0,0,1,1,0,0,0,0
ENSMUSG00000022701.19,Ccdc191,1,3,4,2,2,2,5,0,1,1,2,3,1,1,0,1,0,1,2,0,0
ENSMUSG00000036304.15,Zdhhc23,2,0,2,2,1,1,2,2,0,1,0,2,0,0,1,0,0,0,2,0,0
ENSMUSG00000036292.15,Gramd1c,2,0,0,1,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000052459.14,Atp6v1a,419,90,226,175,383,88,108,387,93,350,99,82,57,9,19,46,4,4,35,9,6
ENSMUSG00000068284.15,Usf3,96,34,200,170,88,46,117,73,38,57,37,84,34,7,13,18,3,8,14,3,3
ENSMUSG00000022698.18,Naa50,25,9,25,31,27,5,19,22,5,16,5,11,4,1,2,3,0,0,3,0,3
ENSMUSG00000022696.18,Sidt1,5,1,2,0,8,0,1,7,0,4,0,0,1,0,1,0,0,0,0,0,1
ENSMUSG00000043065.13,Spice1,10,6,24,35,13,2,23,6,4,11,4,20,5,2,2,2,0,1,0,1,0
ENSMUSG00000071550.15,Cfap44,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000022687.13,Boc,1,3,1,0,2,1,0,2,1,7,2,0,0,0,0,0,0,0,2,0,0
ENSMUSG00000036208.14,Nepro,3,1,4,1,4,1,3,1,1,3,1,2,1,0,2,0,0,0,1,1,0
ENSMUSG00000022668.11,Gtpbp8,13,2,11,14,13,2,5,2,4,7,7,1,2,2,1,0,0,1,0,0,0
ENSMUSG00000116827.2,Gm5063,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000116911.2,Gm5964,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022665.16,Ccdc80,10,1,1,0,5,0,1,5,0,4,2,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000022664.12,Slc35a5,25,4,26,17,18,5,5,28,4,23,6,8,3,1,4,5,0,1,1,0,0
ENSMUSG00000022663.4,Atg3,12,3,13,19,15,4,10,7,8,11,3,4,5,2,3,3,0,0,2,0,0
ENSMUSG00000052013.16,Btla,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022661.15,Cd200,32,8,3,3,19,7,1,7,3,23,2,4,1,1,0,1,0,0,0,0,0
ENSMUSG00000033177.14,Tmprss7,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0
ENSMUSG00000022658.11,Tagln3,170,20,31,14,115,23,16,140,17,109,23,6,15,2,2,3,1,0,4,1,3
ENSMUSG00000033157.18,Abhd10,45,6,15,11,27,12,12,25,15,30,13,7,5,1,1,2,0,0,1,0,0
ENSMUSG00000033149.18,Phldb2,6,0,2,0,5,0,0,0,1,6,3,1,0,0,0,1,0,0,0,0,0
ENSMUSG00000087141.2,Plcxd2,108,15,243,216,91,28,167,85,19,91,22,104,44,9,17,23,1,4,18,4,4
ENSMUSG00000085826.2,Gm15638,1,0,1,3,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0
ENSMUSG00000048087.7,Gm4737,0,2,5,0,0,0,2,9,1,1,0,2,0,0,0,2,0,0,0,0,0
ENSMUSG00000022656.16,Nectin3,14,27,20,12,9,23,5,11,15,4,18,10,4,2,3,1,0,0,1,0,0
ENSMUSG00000030775.12,Trat1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116640.2,Gm8670,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064061.14,Dzip3,56,16,21,13,51,6,9,39,9,49,14,7,6,0,2,5,0,1,4,0,1
ENSMUSG00000033031.14,Cip2a,4,1,0,3,0,0,0,3,1,3,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000097959.3,Gm6931,2,1,3,1,4,2,1,1,0,1,3,3,3,1,2,1,0,2,4,0,0
ENSMUSG00000032965.12,Ift57,10,3,13,9,10,2,5,5,2,8,1,3,3,0,1,3,0,0,1,0,0
ENSMUSG00000055447.20,Cd47,218,46,78,50,175,44,36,179,33,160,43,25,27,4,5,18,3,3,14,2,4
ENSMUSG00000098028.2,Gm8824,0,0,2,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022641.16,Bbx,61,20,79,63,76,22,41,54,17,40,20,42,19,1,2,7,2,1,14,0,4
ENSMUSG00000083692.2,Gm9575,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022639.15,Dubr,1,0,3,2,2,0,0,2,1,1,2,1,1,0,1,0,0,0,0,0,0
ENSMUSG00000081453.2,Gm6767,1,0,1,0,4,1,1,2,1,5,0,0,1,0,1,0,0,1,2,0,0
ENSMUSG00000022637.12,Cblb,67,22,42,37,55,12,26,57,15,54,23,15,9,2,6,13,0,1,7,0,2
ENSMUSG00000119052.1,ENSMUSG00000119052,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022636.14,Alcam,58,2,10,5,54,3,3,47,3,43,4,3,5,1,0,1,0,1,0,2,0
ENSMUSG00000035356.18,Nfkbiz,4,1,16,10,1,7,15,3,0,2,5,8,1,0,0,1,0,0,0,0,2
ENSMUSG00000075033.5,Nxpe3,13,3,2,0,9,2,0,12,4,7,3,2,0,1,0,1,0,0,1,0,0
ENSMUSG00000022604.19,Cep97,26,7,22,19,21,9,22,18,7,9,9,7,7,0,0,2,2,1,2,0,1
ENSMUSG00000098274.8,Rpl24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000102101.2,Zbtb11os1,0,2,0,0,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000022601.12,Zbtb11,11,4,12,11,17,2,3,13,1,9,4,6,5,1,0,2,0,0,0,1,0
ENSMUSG00000071533.12,Pcnp,3,0,3,3,6,1,2,2,1,1,0,2,0,0,0,1,0,0,1,0,1
ENSMUSG00000044763.9,Trmt10c,4,3,7,7,1,1,3,3,0,3,1,1,2,0,0,1,0,0,0,0,0
ENSMUSG00000052917.16,Senp7,38,22,48,44,35,24,24,36,18,28,15,21,13,1,4,7,1,0,2,0,0
ENSMUSG00000035270.16,Impg2,79,57,982,1033,83,63,500,112,78,39,47,289,186,32,64,130,26,22,88,17,26
ENSMUSG00000035258.16,Abi3bp,13,0,1,1,14,0,0,17,1,8,3,0,3,0,0,0,0,1,1,0,0
ENSMUSG00000022757.20,Tfg,97,27,79,86,81,26,60,106,31,55,29,42,19,1,7,8,3,2,6,5,7
ENSMUSG00000109588.2,Lnp1,2,0,1,2,4,4,0,1,4,2,2,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000022752.10,Tomm70a,135,27,68,56,106,26,53,120,21,92,22,40,19,9,9,11,1,2,13,2,5
ENSMUSG00000022751.10,Nit2,3,3,13,6,3,1,4,5,3,5,1,4,3,1,0,2,0,0,0,0,0
ENSMUSG00000022749.9,Tbc1d23,32,14,38,35,22,13,31,22,10,26,14,24,9,4,4,7,0,5,1,0,2
ENSMUSG00000097876.2,Gm16892,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
ENSMUSG00000022748.9,Cmss1,2,0,1,4,2,0,2,6,2,2,1,2,1,0,0,1,0,0,0,0,0
ENSMUSG00000043336.15,Filip1l,12,4,5,2,8,0,0,13,1,9,2,0,1,0,1,0,0,0,2,0,0
ENSMUSG00000068196.6,Col8a1,13,2,6,6,22,6,2,6,4,8,4,2,4,1,3,1,0,1,1,1,1
ENSMUSG00000116788.2,Gm5674,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000035107.14,Dcbld2,31,8,16,16,29,11,20,29,5,18,7,7,7,0,0,3,0,1,1,0,1
ENSMUSG00000022747.18,St3gal6,8,0,3,2,4,0,0,2,1,7,2,1,2,0,0,1,0,0,0,0,0
ENSMUSG00000022742.7,Cpox,9,5,26,24,7,2,14,6,1,7,3,7,7,1,0,4,1,2,0,0,0
ENSMUSG00000022744.13,Cldnd1,18,4,35,47,18,6,23,15,6,15,6,17,9,1,1,3,1,2,3,3,2
ENSMUSG00000074991.6,Gabrr3,0,19,10,2,3,18,7,1,17,3,14,5,3,0,0,2,0,0,0,0,0
ENSMUSG00000022724.16,Riox2,0,1,9,10,3,8,14,3,0,0,2,1,0,0,1,0,1,2,0,0,0
ENSMUSG00000022723.17,Crybg3,14,22,28,23,11,16,12,8,20,8,16,4,5,2,4,3,0,2,1,2,1
ENSMUSG00000022722.19,Arl6,18,3,81,92,13,8,48,14,16,10,10,34,15,3,2,18,2,6,7,3,5
ENSMUSG00000055540.16,Epha6,61,4,9,7,28,1,5,26,2,33,0,1,2,0,5,4,1,0,2,0,1
ENSMUSG00000087636.2,Gm4660,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089685.8,Gm9017,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085783.4,Gm9816,2,0,0,0,0,0,0,1,0,3,1,1,1,0,0,0,0,0,0,0,0
ENSMUSG00000050312.13,Nsun3,9,3,11,11,8,6,5,11,1,6,2,4,4,0,0,0,0,0,0,1,1
ENSMUSG00000022911.12,Arl13b,5,5,58,52,8,5,39,1,4,2,2,25,11,3,4,4,0,2,2,0,3
ENSMUSG00000076424.4,Gm25986,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000047854.6,Stx19,0,1,3,4,0,0,2,0,0,4,2,3,3,0,1,0,0,0,0,0,0
ENSMUSG00000022912.9,Pros1,2,2,1,0,3,3,0,3,2,3,1,1,0,0,0,0,0,0,1,0,0
ENSMUSG00000052504.8,Epha3,5,7,5,0,6,8,1,3,10,4,12,3,1,0,0,1,0,0,1,0,0
ENSMUSG00000088992.4,Gm22769,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068167.7,Csnka2ip,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059920.10,4930453N24Rik,5,1,9,11,2,3,4,6,3,5,2,3,5,0,0,2,0,2,2,0,1
ENSMUSG00000047141.6,Zfp654,36,13,156,176,22,23,123,22,14,26,23,75,37,6,7,14,4,5,11,3,1
ENSMUSG00000054604.8,Cggbp1,57,22,82,68,46,15,51,48,20,34,25,24,20,0,5,18,2,1,3,0,1
ENSMUSG00000097999.2,Gm9061,2,3,3,11,1,0,4,4,2,0,1,0,3,0,0,0,0,0,0,0,0
ENSMUSG00000004843.8,Chmp2b,30,8,21,18,28,8,7,36,8,21,12,14,4,0,1,0,0,0,2,1,0
ENSMUSG00000116578.2,Gm49633,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091243.3,Vgll3,0,3,3,0,1,8,0,4,2,0,2,0,3,0,0,0,0,0,1,0,1
ENSMUSG00000064115.14,Cadm2,246,56,569,629,218,47,335,159,70,159,46,181,104,25,16,76,8,19,38,7,13
ENSMUSG00000045178.11,4933411O13Rik,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082823.4,Gm15828,2,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ENSMUSG00000116859.2,Gm49651,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022707.17,Gbe1,28,23,22,10,30,20,12,27,22,22,28,7,5,0,3,6,0,0,7,0,0
ENSMUSG00000119019.1,U6,0,0,2,1,0,0,3,0,0,2,1,0,4,0,0,1,0,0,0,0,0
ENSMUSG00000022883.12,Robo1,60,16,19,7,53,15,8,71,7,48,13,12,8,2,8,8,1,2,4,1,3
ENSMUSG00000052516.20,Robo2,325,32,61,19,272,39,13,273,40,260,49,24,26,6,8,10,1,2,11,1,4
ENSMUSG00002075424.1,ENSMUSG00002075424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116902.2,Gm49660,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116832.2,Gm49658,2,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116824.2,Gm18021,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116881.2,Gm49674,10,1,1,1,2,5,0,6,1,5,3,0,3,0,2,0,0,0,0,0,0
ENSMUSG00000098143.2,Gm26937,8,0,3,1,4,1,2,2,1,8,0,0,4,0,0,2,0,0,2,0,0
ENSMUSG00000116809.2,A630036G19Rik,10,4,2,2,0,4,0,7,2,8,0,2,0,1,0,2,0,0,0,0,0
ENSMUSG00000032940.17,Rbm11,4,0,1,3,3,0,0,1,2,3,1,2,1,0,0,0,0,0,0,0,0
ENSMUSG00000032932.16,Hspa13,42,10,26,33,24,8,15,26,10,28,7,14,4,0,2,3,0,1,3,0,2
ENSMUSG00000081250.4,Gm15554,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022876.19,Samsn1,2,15,15,8,6,16,2,1,18,2,14,6,1,3,0,0,0,0,3,0,0
ENSMUSG00000048490.15,Nrip1,92,63,350,323,87,46,202,110,44,69,53,138,70,10,18,32,2,9,27,5,8
ENSMUSG00000050299.9,Gm9843,3,0,2,0,3,0,0,2,1,2,1,0,1,0,0,0,1,0,0,1,0
ENSMUSG00000022867.12,Usp25,74,9,52,41,64,5,23,54,10,52,5,14,5,1,4,4,4,2,2,1,3
ENSMUSG00000090386.11,Mir99ahg,1,4,3,0,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096870.3,Gm21816,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102205.2,9430092D12Rik,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102344.2,9430053O09Rik,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103932.2,Gm36963,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000103851.2,Gm37606,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000103049.2,Gm37311,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ENSMUSG00000102854.2,C130023A14Rik,0,1,1,1,1,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000116609.2,Gm5675,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
ENSMUSG00000109841.3,E330011O21Rik,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022865.15,Cxadr,50,10,40,28,41,5,11,40,12,42,15,15,8,0,2,1,1,1,5,0,2
ENSMUSG00000022863.16,Btg3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022864.15,D16Ertd472e,20,21,154,126,7,25,86,10,21,11,30,56,19,7,4,17,1,2,7,5,3
ENSMUSG00000116628.2,4930478L05Rik,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
ENSMUSG00000022860.16,Chodl,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116918.2,Gm49578,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000022762.19,Ncam2,198,12,23,9,164,6,3,159,4,137,6,9,9,2,8,5,2,2,5,0,0
ENSMUSG00000116888.2,7120432I05Rik,2,1,0,0,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000116735.2,Gm49555,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000110358.2,A730009L09Rik,1,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000053062.17,Jam2,123,25,302,291,107,34,199,100,27,83,25,100,34,20,16,30,2,9,22,3,4
ENSMUSG00000097418.8,Mir155hg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022889.8,Mrpl39,27,6,35,24,26,7,18,33,13,22,9,8,10,2,2,3,1,0,3,0,1
ENSMUSG00000022890.14,Atp5j,17,3,9,3,9,3,3,7,4,6,1,1,1,0,0,1,0,0,3,1,0
ENSMUSG00000008976.17,Gabpa,21,9,20,12,14,9,16,14,4,4,4,10,2,2,0,3,1,1,1,0,0
