436D,gene_id,gene_name,gene_type,gene_length,gene_count,RPK,TPM,log2(TPM+1)
53505,ENSMUSG00000081331.1,Gm15151,processed_pseudogene,177,1,5.649717514124294,116.77187461865904,6.879851236643733
53506,ENSMUSG00000083379.1,Gm4919,processed_pseudogene,604,0,0.0,0.0,0.0
53507,ENSMUSG00000070219.1,n-R5s13,rRNA,119,0,0.0,0.0,0.0
53508,ENSMUSG00000083719.1,Gm15161,processed_pseudogene,387,0,0.0,0.0,0.0
53509,ENSMUSG00000025261.18,Huwe1,protein_coding,23507,159,6.763942655379248,139.8013726716689,7.137517588643091
53510,ENSMUSG00000093219.1,Mir3113,miRNA,76,0,0.0,0.0,0.0
53511,ENSMUSG00000065602.1,Mirlet7f-2,miRNA,83,0,0.0,0.0,0.0
53512,ENSMUSG00000065536.2,Mir98,miRNA,108,0,0.0,0.0,0.0
53513,ENSMUSG00000082778.1,Gm15191,processed_pseudogene,1000,2,2.0,41.3372436150053,5.403855439990783
53514,ENSMUSG00000084637.1,n-R5s14,rRNA,107,0,0.0,0.0,0.0
53515,ENSMUSG00000025260.10,Hsd17b10,protein_coding,1298,10,7.704160246533128,159.23437447998958,7.32403986668522
53516,ENSMUSG00000025257.5,Ribc1,protein_coding,1547,0,0.0,0.0,0.0
53517,ENSMUSG00000041133.11,Smc1a,protein_coding,5769,15,2.6001040041601664,53.74056632215978,5.774538455164676
53518,ENSMUSG00000083474.1,Gm15267,processed_pseudogene,464,0,0.0,0.0,0.0
53519,ENSMUSG00000081306.1,Gm15266,unprocessed_pseudogene,255,1,3.9215686274509802,81.05341885295157,6.358491541477551
53520,ENSMUSG00000041115.16,Iqsec2,protein_coding,6980,0,0.0,0.0,0.0
53521,ENSMUSG00000025332.14,Kdm5c,protein_coding,7110,29,4.0787623066104075,84.30239555802768,6.414514352388228
53522,ENSMUSG00000087403.9,Kantr,protein_coding,5089,0,0.0,0.0,0.0
53523,ENSMUSG00000084584.1,n-R5s15,rRNA,111,0,0.0,0.0,0.0
53524,ENSMUSG00000041096.13,Tspyl2,protein_coding,2820,3,1.0638297872340425,21.987895539896435,4.522802493387007
53525,ENSMUSG00000056679.13,Gpr173,protein_coding,5109,0,0.0,0.0,0.0
53526,ENSMUSG00000084885.7,3010001F23Rik,processed_transcript,1816,0,0.0,0.0,0.0
53527,ENSMUSG00000087235.1,Gm4750,transcribed_processed_pseudogene,2200,0,0.0,0.0,0.0
53528,ENSMUSG00000087569.1,Actb-ps1,transcribed_processed_pseudogene,2200,0,0.0,0.0,0.0
53529,ENSMUSG00000091863.2,Cldn34a,protein_coding,1050,0,0.0,0.0,0.0
53530,ENSMUSG00000083948.1,Gm7158,processed_pseudogene,903,1,1.1074197120708749,22.88883921096639,4.578264848000624
53531,ENSMUSG00000081993.1,Gm8475,processed_pseudogene,526,0,0.0,0.0,0.0
53532,ENSMUSG00000045180.13,Shroom2,protein_coding,8375,0,0.0,0.0,0.0
53533,ENSMUSG00000025333.10,Gpr143,protein_coding,1995,0,0.0,0.0,0.0
53534,ENSMUSG00000088383.1,Gm24687,ribozyme,241,0,0.0,0.0,0.0
53535,ENSMUSG00000083440.1,Rpl7a-ps12,processed_pseudogene,794,0,0.0,0.0,0.0
53536,ENSMUSG00000095597.2,Rps7-ps3,transcribed_processed_pseudogene,651,1,1.5360983102918586,31.749035034566283,5.033380492488417
53537,ENSMUSG00000064999.1,Gm26035,misc_RNA,308,0,0.0,0.0,0.0
53538,ENSMUSG00000067215.5,Usp51,protein_coding,2204,0,0.0,0.0,0.0
53539,ENSMUSG00000047238.4,Mageh1,protein_coding,1410,0,0.0,0.0,0.0
53540,ENSMUSG00000085982.1,9530051G07Rik,processed_transcript,4414,0,0.0,0.0,0.0
53541,ENSMUSG00000084275.3,Gm5396,processed_pseudogene,532,0,0.0,0.0,0.0
53542,ENSMUSG00000098118.1,Gm26960,unprocessed_pseudogene,412,0,0.0,0.0,0.0
53543,ENSMUSG00000071665.10,Foxr2,protein_coding,3213,0,0.0,0.0,0.0
53544,ENSMUSG00000041658.12,Rragb,protein_coding,2258,0,0.0,0.0,0.0
53545,ENSMUSG00000082733.1,Gm15153,processed_pseudogene,274,0,0.0,0.0,0.0
53546,ENSMUSG00000041649.13,Klf8,protein_coding,5206,0,0.0,0.0,0.0
53547,ENSMUSG00000080743.2,Gm7150,processed_pseudogene,981,0,0.0,0.0,0.0
53548,ENSMUSG00000050148.9,Ubqln2,protein_coding,3344,34,10.167464114832537,210.1474705308284,7.7221071540605735
53549,ENSMUSG00000080799.1,Gm15166,processed_pseudogene,385,0,0.0,0.0,0.0
53550,ENSMUSG00000048573.9,Cypt3,protein_coding,675,0,0.0,0.0,0.0
53551,ENSMUSG00000065221.1,Gm25793,snRNA,107,0,0.0,0.0,0.0
53552,ENSMUSG00000083488.1,Gm8534,processed_pseudogene,766,0,0.0,0.0,0.0
53553,ENSMUSG00000041633.14,Kctd12b,protein_coding,4906,0,0.0,0.0,0.0
53554,ENSMUSG00000109128.1,Gm45022,antisense,545,0,0.0,0.0,0.0
53555,ENSMUSG00000086316.8,Nbdy,protein_coding,1971,5,2.536783358701167,52.43181584856075,5.739627142016202
53556,ENSMUSG00000082906.1,Smt3h1-ps,processed_pseudogene,280,0,0.0,0.0,0.0
53557,ENSMUSG00000046550.8,Spin2c,protein_coding,1377,0,0.0,0.0,0.0
53558,ENSMUSG00000065648.1,Gm25895,snRNA,100,0,0.0,0.0,0.0
53559,ENSMUSG00000094802.7,Samt1,protein_coding,984,0,0.0,0.0,0.0
53560,ENSMUSG00000094577.7,Samt1b,protein_coding,984,0,0.0,0.0,0.0
53561,ENSMUSG00000096867.1,Samt1c,protein_coding,984,0,0.0,0.0,0.0
53562,ENSMUSG00000094427.1,Gm15143,unprocessed_pseudogene,714,0,0.0,0.0,0.0
53563,ENSMUSG00000095065.1,Gm5947,unprocessed_pseudogene,714,0,0.0,0.0,0.0
53564,ENSMUSG00000094592.1,Samt1d,protein_coding,984,0,0.0,0.0,0.0
53565,ENSMUSG00000093899.1,Gm5645,unprocessed_pseudogene,714,0,0.0,0.0,0.0
53566,ENSMUSG00000094118.2,Gm16445,unprocessed_pseudogene,714,0,0.0,0.0,0.0
53567,ENSMUSG00000082751.1,Gm6620,unprocessed_pseudogene,715,0,0.0,0.0,0.0
53568,ENSMUSG00000082462.1,Gm15147,unprocessed_pseudogene,483,0,0.0,0.0,0.0
53569,ENSMUSG00000083978.1,Gm5060,processed_pseudogene,599,0,0.0,0.0,0.0
53570,ENSMUSG00000081870.1,Gm15141,unprocessed_pseudogene,729,0,0.0,0.0,0.0
53571,ENSMUSG00000059663.1,Samt2b,protein_coding,919,0,0.0,0.0,0.0
53572,ENSMUSG00000081502.1,Gm5646,unprocessed_pseudogene,714,0,0.0,0.0,0.0
53573,ENSMUSG00000082584.1,Gm8569,processed_pseudogene,647,0,0.0,0.0,0.0
53574,ENSMUSG00000025051.1,Samt4,protein_coding,963,0,0.0,0.0,0.0
53575,ENSMUSG00000072888.2,Samt2,protein_coding,923,0,0.0,0.0,0.0
53576,ENSMUSG00000084367.3,Gm15142,unprocessed_pseudogene,856,0,0.0,0.0,0.0
53577,ENSMUSG00000064818.1,Gm22359,snRNA,108,0,0.0,0.0,0.0
53578,ENSMUSG00000082197.1,Gm8577,processed_pseudogene,986,0,0.0,0.0,0.0
53579,ENSMUSG00000072100.4,Cldn34b1,protein_coding,1079,0,0.0,0.0,0.0
53580,ENSMUSG00000063728.10,Magea6,protein_coding,1212,0,0.0,0.0,0.0
53581,ENSMUSG00000094196.2,Magea3,protein_coding,963,0,0.0,0.0,0.0
53582,ENSMUSG00000083554.1,Gm6645,processed_pseudogene,2726,3,1.1005135730007336,22.746098834375623,4.569618612348088
53583,ENSMUSG00000094976.1,Gm25257,snRNA,110,0,0.0,0.0,0.0
53584,ENSMUSG00000079350.2,Magea8,protein_coding,1646,0,0.0,0.0,0.0
53585,ENSMUSG00000055746.9,Magea2,protein_coding,1730,0,0.0,0.0,0.0
53586,ENSMUSG00000096247.1,Gm24268,snRNA,110,0,0.0,0.0,0.0
53587,ENSMUSG00000079349.9,Magea5,protein_coding,1644,0,0.0,0.0,0.0
53588,ENSMUSG00000096644.1,Magea1,protein_coding,1108,0,0.0,0.0,0.0
53589,ENSMUSG00000057402.5,Cldn34b2,protein_coding,1077,0,0.0,0.0,0.0
53590,ENSMUSG00000088232.1,Gm25429,snoRNA,132,0,0.0,0.0,0.0
53591,ENSMUSG00000045694.4,Gm4997,processed_pseudogene,360,0,0.0,0.0,0.0
53592,ENSMUSG00000083823.3,Amd-ps1,processed_pseudogene,994,0,0.0,0.0,0.0
53593,ENSMUSG00000081364.1,Gm8595,processed_pseudogene,630,0,0.0,0.0,0.0
53594,ENSMUSG00000082560.1,Gm15157,processed_pseudogene,702,0,0.0,0.0,0.0
53595,ENSMUSG00000025283.15,Sat1,protein_coding,2774,1,0.3604902667627974,7.450836989006002,3.079094236079862
53596,ENSMUSG00000084065.1,Gm15159,processed_pseudogene,764,0,0.0,0.0,0.0
53597,ENSMUSG00000025287.15,Acot9,protein_coding,2273,8,3.519577650681918,72.74481938408324,6.204469797653762
53598,ENSMUSG00000052157.4,Gm650,processed_pseudogene,1551,0,0.0,0.0,0.0
53599,ENSMUSG00000025289.15,Prdx4,protein_coding,2106,3,1.4245014245014247,29.442481207268738,4.928014045040904
53600,ENSMUSG00000081821.1,Gm15158,processed_pseudogene,570,0,0.0,0.0,0.0
53601,ENSMUSG00000083362.1,Gm8606,processed_pseudogene,888,0,0.0,0.0,0.0
53602,ENSMUSG00000077743.1,n-R5s16,rRNA,119,0,0.0,0.0,0.0
53603,ENSMUSG00000041552.7,Ptchd1,protein_coding,3005,0,0.0,0.0,0.0
53604,ENSMUSG00000084932.1,Gm15156,antisense,417,0,0.0,0.0,0.0
53605,ENSMUSG00000055109.5,Gm15155,protein_coding,1277,0,0.0,0.0,0.0
53606,ENSMUSG00000081386.1,Gm15160,processed_pseudogene,907,0,0.0,0.0,0.0
53607,ENSMUSG00000064477.1,Gm23404,snoRNA,97,0,0.0,0.0,0.0
53608,ENSMUSG00000082612.1,4930503H13Rik,processed_pseudogene,725,0,0.0,0.0,0.0
53609,ENSMUSG00000083573.1,Gm7312,processed_pseudogene,469,0,0.0,0.0,0.0
53610,ENSMUSG00000084246.1,Gm15162,processed_pseudogene,283,0,0.0,0.0,0.0
53611,ENSMUSG00000085711.4,Gm15163,processed_pseudogene,1302,1,0.7680491551459293,15.874517517283142,4.0767743475471825
53612,ENSMUSG00000089342.1,Gm22666,snRNA,164,0,0.0,0.0,0.0
53613,ENSMUSG00000057457.11,Phex,protein_coding,6291,0,0.0,0.0,0.0
53614,ENSMUSG00000093301.1,Gm23798,miRNA,102,0,0.0,0.0,0.0
53615,ENSMUSG00000077609.1,Gm25795,snoRNA,132,0,0.0,0.0,0.0
53616,ENSMUSG00000082708.1,Gm15172,processed_pseudogene,1046,0,0.0,0.0,0.0
53617,ENSMUSG00000083841.1,Gm1947,processed_pseudogene,910,0,0.0,0.0,0.0
53618,ENSMUSG00000077422.1,Gm24281,snoRNA,136,0,0.0,0.0,0.0
53619,ENSMUSG00000071708.11,Sms,protein_coding,6010,0,0.0,0.0,0.0
53620,ENSMUSG00000046873.18,Mbtps2,protein_coding,10105,8,0.7916872835230084,16.363085052946186,4.117951401837799
53621,ENSMUSG00000082002.1,Gm6568,processed_pseudogene,697,0,0.0,0.0,0.0
53622,ENSMUSG00000091736.3,Yy2,protein_coding,2867,0,0.0,0.0,0.0
53623,ENSMUSG00000081415.1,Gm15176,processed_pseudogene,135,0,0.0,0.0,0.0
53624,ENSMUSG00000083636.1,Gm15175,processed_pseudogene,132,0,0.0,0.0,0.0
53625,ENSMUSG00000081222.1,Gm15173,processed_pseudogene,433,0,0.0,0.0,0.0
53626,ENSMUSG00000088301.1,Gm23381,rRNA,94,0,0.0,0.0,0.0
53627,ENSMUSG00000081505.1,Gm8644,processed_pseudogene,596,0,0.0,0.0,0.0
53628,ENSMUSG00000083117.1,Gm15171,processed_pseudogene,334,0,0.0,0.0,0.0
53629,ENSMUSG00000083166.1,Gm8648,processed_pseudogene,221,1,4.524886877828054,93.52317559955951,6.5625961937799175
53630,ENSMUSG00000041476.12,Smpx,protein_coding,2275,0,0.0,0.0,0.0
53631,ENSMUSG00000086188.1,Gm15169,antisense,4552,0,0.0,0.0,0.0
53632,ENSMUSG00000047485.6,Klhl34,protein_coding,1935,0,0.0,0.0,0.0
53633,ENSMUSG00000025658.16,Cnksr2,protein_coding,9267,0,0.0,0.0,0.0
53634,ENSMUSG00000082076.1,Gm8659,processed_pseudogene,1084,1,0.9225092250922509,19.066994287364068,4.326752635282265
53635,ENSMUSG00000083136.1,Gm15170,processed_pseudogene,2023,0,0.0,0.0,0.0
53636,ENSMUSG00000081797.1,Gm8662,processed_pseudogene,574,1,1.7421602787456447,36.00805192944713,5.209767290355407
53637,ENSMUSG00000084270.1,Gm15177,processed_pseudogene,577,0,0.0,0.0,0.0
53638,ENSMUSG00000088896.1,Gm22522,snoRNA,151,0,0.0,0.0,0.0
53639,ENSMUSG00000084210.1,Gm15168,processed_pseudogene,316,0,0.0,0.0,0.0
53640,ENSMUSG00000082026.1,Gm5764,processed_pseudogene,885,0,0.0,0.0,0.0
53641,ENSMUSG00000083316.1,Gm15185,processed_pseudogene,746,0,0.0,0.0,0.0
53642,ENSMUSG00000083625.1,Gm15188,unprocessed_pseudogene,704,0,0.0,0.0,0.0
53643,ENSMUSG00000083127.1,Gm15189,processed_pseudogene,1966,2,1.017293997965412,21.026064910989476,4.461139866798707
53644,ENSMUSG00000031309.15,Rps6ka3,protein_coding,8322,16,1.922614756068253,39.737797274698686,5.348296069624599
53645,ENSMUSG00000067194.6,Eif1ax,protein_coding,5266,10,1.89897455374098,39.249186873343426,5.330887732632764
53646,ENSMUSG00000083437.1,Gm15187,processed_pseudogene,264,0,0.0,0.0,0.0
53647,ENSMUSG00000041020.14,Map7d2,protein_coding,4121,0,0.0,0.0,0.0
53648,ENSMUSG00000092898.1,Gm23806,rRNA,109,0,0.0,0.0,0.0
53649,ENSMUSG00000044150.12,Bclaf3,protein_coding,4869,1,0.20538098172109265,4.244941837646879,2.390926774517764
53650,ENSMUSG00000082693.3,Gm15190,processed_pseudogene,276,0,0.0,0.0,0.0
53651,ENSMUSG00000083906.1,Gm15186,processed_pseudogene,563,0,0.0,0.0,0.0
53652,ENSMUSG00000040990.17,Sh3kbp1,protein_coding,10100,58,5.742574257425742,118.69109552823303,6.903172016115402
53653,ENSMUSG00000031303.8,Map3k15,protein_coding,4348,0,0.0,0.0,0.0
53654,ENSMUSG00000083393.1,Gm15194,processed_pseudogene,434,0,0.0,0.0,0.0
53655,ENSMUSG00000082810.1,Gm8682,processed_pseudogene,498,0,0.0,0.0,0.0
53656,ENSMUSG00000031299.10,Pdha1,protein_coding,3734,5,1.339046598821639,27.67624773366718,4.841784355671142
53657,ENSMUSG00000082500.1,Gm15195,processed_pseudogene,263,0,0.0,0.0,0.0
53658,ENSMUSG00000083318.1,Gm15192,unprocessed_pseudogene,293,0,0.0,0.0,0.0
53659,ENSMUSG00000083516.1,Gm15196,processed_pseudogene,482,0,0.0,0.0,0.0
53660,ENSMUSG00000081536.1,Gm15193,processed_pseudogene,865,0,0.0,0.0,0.0
53661,ENSMUSG00000031298.15,Adgrg2,protein_coding,5278,0,0.0,0.0,0.0
53662,ENSMUSG00000087505.1,Gm15241,antisense,474,0,0.0,0.0,0.0
53663,ENSMUSG00000031295.13,Phka2,protein_coding,6068,11,1.8127883981542519,37.46783781847876,5.26558083649947
53664,ENSMUSG00000085695.1,Gm15243,antisense,382,0,0.0,0.0,0.0
53665,ENSMUSG00000062168.12,Ppef1,protein_coding,2891,0,0.0,0.0,0.0
53666,ENSMUSG00000083945.1,Gm15242,processed_pseudogene,283,0,0.0,0.0,0.0
53667,ENSMUSG00000082449.1,Gm15244,processed_pseudogene,130,0,0.0,0.0,0.0
53668,ENSMUSG00000031293.13,Rs1,protein_coding,5840,0,0.0,0.0,0.0
53669,ENSMUSG00000031292.14,Cdkl5,protein_coding,14331,1,0.06977880120019539,1.4422316521877505,1.2882000502892526
53670,ENSMUSG00000055691.5,Gja6,protein_coding,2017,0,0.0,0.0,0.0
53671,ENSMUSG00000000037.17,Scml2,protein_coding,6397,1,0.1563232765358762,3.2309866824296782,2.0809941446347273
53672,ENSMUSG00000080983.1,Gm5419,processed_pseudogene,527,1,1.8975332068311195,39.219396219170115,5.329819518695039
53673,ENSMUSG00000108981.1,Gm15262,protein_coding,6206,3,0.4834031582339671,9.991277058090226,3.4582871152360672
53674,ENSMUSG00000081845.1,Prkaca-ps1,processed_pseudogene,919,0,0.0,0.0,0.0
53675,ENSMUSG00000043518.7,Rai2,protein_coding,2403,0,0.0,0.0,0.0
53676,ENSMUSG00000086540.2,Scml1,transcribed_unitary_pseudogene,2537,0,0.0,0.0,0.0
53677,ENSMUSG00000059493.13,Nhs,protein_coding,8805,0,0.0,0.0,0.0
53678,ENSMUSG00000087571.1,Gm15202,antisense,393,0,0.0,0.0,0.0
53679,ENSMUSG00000065828.1,Gm26317,snRNA,107,0,0.0,0.0,0.0
53680,ENSMUSG00000065943.1,Gm23794,snRNA,104,0,0.0,0.0,0.0
53681,ENSMUSG00000098436.1,Gm27490,rRNA,128,0,0.0,0.0,0.0
53682,ENSMUSG00000084598.1,Gm23867,misc_RNA,274,0,0.0,0.0,0.0
53683,ENSMUSG00000082625.1,Gm15204,processed_pseudogene,2281,0,0.0,0.0,0.0
53684,ENSMUSG00000040855.15,Reps2,protein_coding,8296,0,0.0,0.0,0.0
53685,ENSMUSG00000059461.7,Gm7331,processed_pseudogene,387,2,5.167958656330749,106.81458298450983,6.752408519780886
53686,ENSMUSG00000082007.1,Gm15206,processed_pseudogene,454,0,0.0,0.0,0.0
53687,ENSMUSG00000083963.1,Gm15203,processed_pseudogene,455,0,0.0,0.0,0.0
53688,ENSMUSG00000089312.1,Gm22257,misc_RNA,301,0,0.0,0.0,0.0
53689,ENSMUSG00000088709.1,Gm25557,misc_RNA,315,0,0.0,0.0,0.0
53690,ENSMUSG00000082571.1,Gm8737,processed_pseudogene,642,0,0.0,0.0,0.0
53691,ENSMUSG00000086034.1,Gm15201,processed_transcript,1210,0,0.0,0.0,0.0
53692,ENSMUSG00000080394.2,Gm23786,snoRNA,121,0,0.0,0.0,0.0
53693,ENSMUSG00000104536.1,Gm23786,snoRNA,119,0,0.0,0.0,0.0
53694,ENSMUSG00000031353.13,Rbbp7,protein_coding,2909,28,9.625300790649709,198.94170182539506,7.643435596035151
53695,ENSMUSG00000038344.14,Txlng,protein_coding,7541,2,0.2652168147460549,5.481666040976701,2.6963646896717006
53696,ENSMUSG00000084022.1,Gm16459,processed_pseudogene,686,0,0.0,0.0,0.0
53697,ENSMUSG00000082539.1,Gm15207,processed_pseudogene,442,0,0.0,0.0,0.0
53698,ENSMUSG00000088195.1,Gm23901,snRNA,107,0,0.0,0.0,0.0
53699,ENSMUSG00000031357.3,Syap1,protein_coding,2351,3,1.2760527435133986,26.374251562104615,4.774747615495205
53700,ENSMUSG00000092752.1,Mir3473a,miRNA,78,0,0.0,0.0,0.0
53701,ENSMUSG00000081917.1,Gm15209,processed_pseudogene,400,0,0.0,0.0,0.0
53702,ENSMUSG00000031360.14,Ctps2,protein_coding,4720,2,0.42372881355932207,8.75789059639943,3.2865693081341174
53703,ENSMUSG00000040808.4,S100g,protein_coding,480,0,0.0,0.0,0.0
53704,ENSMUSG00000088369.1,Gm23501,misc_RNA,256,0,0.0,0.0,0.0
53705,ENSMUSG00000064428.1,Gm22746,snRNA,107,0,0.0,0.0,0.0
53706,ENSMUSG00000083225.1,Gm15215,processed_pseudogene,489,0,0.0,0.0,0.0
53707,ENSMUSG00000082598.1,Gm15212,processed_pseudogene,466,0,0.0,0.0,0.0
53708,ENSMUSG00000082970.1,Gm15214,processed_pseudogene,470,0,0.0,0.0,0.0
53709,ENSMUSG00000089423.1,Gm26007,snRNA,120,0,0.0,0.0,0.0
53710,ENSMUSG00000080778.1,Gm7199,processed_pseudogene,1485,0,0.0,0.0,0.0
53711,ENSMUSG00000031364.2,Grpr,protein_coding,2523,0,0.0,0.0,0.0
53712,ENSMUSG00000083695.6,Rnf138rt1,protein_coding,1191,0,0.0,0.0,0.0
53713,ENSMUSG00000081699.1,Gm15213,processed_pseudogene,216,0,0.0,0.0,0.0
53714,ENSMUSG00000031367.15,Ap1s2,protein_coding,4965,3,0.6042296072507553,12.488593237161721,3.753667988347786
53715,ENSMUSG00000031370.12,Zrsr2,protein_coding,7194,0,0.0,0.0,0.0
53716,ENSMUSG00000031373.4,Car5b,protein_coding,6354,0,0.0,0.0,0.0
53717,ENSMUSG00000040749.11,Siah1b,protein_coding,2119,1,0.47192071731949026,9.75395082940191,3.4267948751525106
53718,ENSMUSG00000015401.12,Cltrn,protein_coding,1544,0,0.0,0.0,0.0
53719,ENSMUSG00000084689.1,n-R5s18,rRNA,121,0,0.0,0.0,0.0
53720,ENSMUSG00000015405.15,Ace2,protein_coding,3762,0,0.0,0.0,0.0
53721,ENSMUSG00000031377.11,Bmx,protein_coding,3092,0,0.0,0.0,0.0
53722,ENSMUSG00000089471.1,Gm25367,snRNA,106,0,0.0,0.0,0.0
53723,ENSMUSG00000031379.13,Pir,protein_coding,5553,0,0.0,0.0,0.0
53724,ENSMUSG00000077542.1,Gm22023,snoRNA,130,0,0.0,0.0,0.0
53725,ENSMUSG00000031380.10,Vegfd,protein_coding,2408,1,0.4152823920265781,8.583314704112396,3.2605247457386155
53726,ENSMUSG00000031381.16,Piga,protein_coding,6385,3,0.46985121378230227,9.711177043462483,3.4210451203966814
53727,ENSMUSG00000031382.14,Asb11,protein_coding,2847,0,0.0,0.0,0.0
53728,ENSMUSG00000081931.1,Gm15211,processed_pseudogene,528,0,0.0,0.0,0.0
53729,ENSMUSG00000031384.2,Asb9,protein_coding,1139,0,0.0,0.0,0.0
53730,ENSMUSG00000080834.1,Gm15216,processed_pseudogene,277,0,0.0,0.0,0.0
53731,ENSMUSG00000061778.10,Mospd2,protein_coding,7914,1,0.12635835228708617,2.6116529956409718,1.8526592866402563
53732,ENSMUSG00000047757.17,Fancb,protein_coding,2956,4,1.3531799729364005,27.968365098109132,4.856406359702527
53733,ENSMUSG00000079600.2,Gm17604,protein_coding,75,0,0.0,0.0,0.0
53734,ENSMUSG00000018589.8,Glra2,protein_coding,3150,0,0.0,0.0,0.0
53735,ENSMUSG00000082134.1,Gm15236,processed_pseudogene,379,0,0.0,0.0,0.0
53736,ENSMUSG00000064497.1,Gm22062,snRNA,107,0,0.0,0.0,0.0
53737,ENSMUSG00000081012.1,Gm15224,processed_pseudogene,388,0,0.0,0.0,0.0
53738,ENSMUSG00000083466.1,Gm15225,processed_pseudogene,1017,0,0.0,0.0,0.0
53739,ENSMUSG00000040621.14,Gemin8,protein_coding,2487,1,0.4020908725371934,8.310664176720003,3.2188840861817734
53740,ENSMUSG00000084080.1,Gm15227,processed_pseudogene,399,0,0.0,0.0,0.0
53741,ENSMUSG00000031342.17,Gpm6b,protein_coding,5600,0,0.0,0.0,0.0
53742,ENSMUSG00000040586.8,Ofd1,protein_coding,4453,2,0.4491354143274197,9.283010019089446,3.3621907236197552
53743,ENSMUSG00000079317.10,Trappc2,protein_coding,3643,0,0.0,0.0,0.0
53744,ENSMUSG00000079316.10,Rab9,protein_coding,1749,0,0.0,0.0,0.0
53745,ENSMUSG00000085880.4,Gm15229,processed_pseudogene,1398,0,0.0,0.0,0.0
53746,ENSMUSG00000081875.1,Gm15223,processed_pseudogene,826,0,0.0,0.0,0.0
53747,ENSMUSG00000051224.13,Tceanc,protein_coding,4201,2,0.4760771244941681,9.839858037373316,3.4382739576567642
53748,ENSMUSG00000000402.2,Egfl6,protein_coding,2704,0,0.0,0.0,0.0
53749,ENSMUSG00000087677.1,Gm15226,lincRNA,2971,0,0.0,0.0,0.0
53750,ENSMUSG00000086860.1,Gm1720,lincRNA,1503,0,0.0,0.0,0.0
53751,ENSMUSG00000067147.7,Rpl7a-ps11,processed_pseudogene,801,1,1.2484394506866416,25.803522855808552,4.744350725144786
53752,ENSMUSG00000084920.1,Gm15230,lincRNA,510,0,0.0,0.0,0.0
53753,ENSMUSG00000082019.1,Gm15231,processed_pseudogene,447,0,0.0,0.0,0.0
53754,ENSMUSG00000104948.1,Gm44376,miRNA,128,0,0.0,0.0,0.0
53755,ENSMUSG00000076371.1,Gm22368,miRNA,109,0,0.0,0.0,0.0
53756,ENSMUSG00000082360.1,Gm8814,processed_pseudogene,535,0,0.0,0.0,0.0
53757,ENSMUSG00000086008.8,Gm8817,lincRNA,835,0,0.0,0.0,0.0
53758,ENSMUSG00000084806.1,Gm15232,lincRNA,2318,0,0.0,0.0,0.0
53759,ENSMUSG00000087340.1,Gm15228,lincRNA,3440,0,0.0,0.0,0.0
53760,ENSMUSG00000049775.16,Tmsb4x,protein_coding,1371,7,5.105762217359591,105.52906830964153,6.735103338386087
53761,ENSMUSG00000040522.5,Tlr8,protein_coding,3586,0,0.0,0.0,0.0
53762,ENSMUSG00000044583.13,Tlr7,protein_coding,4082,0,0.0,0.0,0.0
53763,ENSMUSG00000025742.5,Prps2,protein_coding,3873,2,0.5163955589981926,10.673184512007563,3.545126285148646
53764,ENSMUSG00000086258.1,Gm15239,antisense,603,0,0.0,0.0,0.0
53765,ENSMUSG00000088451.1,Gm26368,snoRNA,118,0,0.0,0.0,0.0
53766,ENSMUSG00000081216.3,Gm6744,processed_pseudogene,543,0,0.0,0.0,0.0
53767,ENSMUSG00000049176.16,Frmpd4,protein_coding,9680,0,0.0,0.0,0.0
53768,ENSMUSG00000084378.1,Gm15238,processed_pseudogene,1296,0,0.0,0.0,0.0
53769,ENSMUSG00000089132.1,Gm24772,rRNA,110,0,0.0,0.0,0.0
53770,ENSMUSG00000082915.1,Gm15240,processed_pseudogene,720,0,0.0,0.0,0.0
53771,ENSMUSG00000084180.1,Gm15237,processed_pseudogene,469,0,0.0,0.0,0.0
53772,ENSMUSG00000083611.1,Gm8832,processed_pseudogene,395,0,0.0,0.0,0.0
53773,ENSMUSG00000084014.3,Gm7209,processed_pseudogene,333,0,0.0,0.0,0.0
53774,ENSMUSG00000089434.1,Gm23197,snRNA,112,0,0.0,0.0,0.0
53775,ENSMUSG00000031358.17,Msl3,protein_coding,2877,7,2.4330900243309004,50.2886175365028,5.680566779477862
53776,ENSMUSG00000081500.1,Gm15233,processed_pseudogene,400,0,0.0,0.0,0.0
53777,ENSMUSG00000031355.16,Arhgap6,protein_coding,12128,0,0.0,0.0,0.0
53778,ENSMUSG00000087201.1,Gm15261,antisense,2763,0,0.0,0.0,0.0
53779,ENSMUSG00000031354.16,Amelx,protein_coding,999,0,0.0,0.0,0.0
53780,ENSMUSG00000031352.10,Hccs,protein_coding,5151,2,0.38827412152980006,8.02509097553976,3.173941474858372
53781,ENSMUSG00000099179.1,Gm27980,misc_RNA,169,0,0.0,0.0,0.0
53782,ENSMUSG00000087159.7,Gm15246,processed_transcript,619,0,0.0,0.0,0.0
53783,ENSMUSG00000081137.3,BC022960,transcribed_processed_pseudogene,1815,0,0.0,0.0,0.0
53784,ENSMUSG00000087587.1,Gm15245,lincRNA,1186,0,0.0,0.0,0.0
53785,ENSMUSG00000035299.16,Mid1,protein_coding,6720,0,0.0,0.0,0.0
53786,ENSMUSG00000065716.1,Gm25651,snoRNA,119,0,0.0,0.0,0.0
53787,ENSMUSG00000055357.8,4933400A11Rik,protein_coding,1351,0,0.0,0.0,0.0
53788,ENSMUSG00000072844.6,G530011O06Rik,processed_transcript,2380,0,0.0,0.0,0.0
