,Gene,Bipolar1/Rods,Bipolar2/Rods,Bipolar3/Rods,Bipolar4/Rods,Bipolar5/Rods,Bipolar6/Rods,Bipolar1/Cones,Bipolar2/Cones,Bipolar3/Cones,Bipolar4/Cones,Bipolar5/Cones,Bipolar6/Cones,Bipolar1/MG,Bipolar2/MG,Bipolar3/MG,Bipolar4/MG,Bipolar5/MG,Bipolar6/MG,Bipolar1/BCs,Bipolar2/BCs,Bipolar3/BCs,Bipolar4/BCs,Bipolar5/BCs,Bipolar6/BCs
Saxo2,Saxo2,0,1,0,1,7,0,0.0,0,0,0,0,0,1,1,2,2,9,9,52,79,58,69,171,155
Saysd1,Saysd1,1,0,1,2,1,1,0.0,0,1,0,1,0,18,10,12,12,30,36,54,66,63,71,154,143
Sbds,Sbds,0,5,5,10,13,8,0.0,0,0,0,4,5,60,72,70,94,169,147,453,677,599,762,1034,929
Sbf1,Sbf1,0,1,0,0,1,2,0.0,0,0,0,0,0,3,9,5,8,23,9,71,98,75,109,178,170
Sbf2,Sbf2,0,1,2,0,0,3,0.0,0,0,0,1,1,7,17,16,19,50,49,114,185,170,182,325,313
Sbk1,Sbk1,0,0,1,2,4,4,0.0,0,0,0,0,0,32,25,25,19,97,75,68,131,96,102,369,328
Sbk2,Sbk2,0,0,0,0,0,0,0.0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,4,0
Sbk3,Sbk3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,8,8,4,7,9
Sbno1,Sbno1,6,7,10,11,15,15,0.0,1,1,1,4,5,31,55,53,46,170,123,564,829,717,912,1952,1688
Sbno2,Sbno2,0,0,0,2,0,0,0.0,0,0,0,0,0,1,0,0,0,2,2,0,2,3,0,3,2
Sbsn,Sbsn,1,0,1,0,5,2,0.0,0,0,0,1,1,2,8,7,2,26,18,62,71,54,97,237,210
Sbspon,Sbspon,0,0,0,0,2,1,0.0,0,0,0,5,0,183,195,202,218,999,853,10,19,13,21,56,50
Sc5d,Sc5d,1,1,1,2,4,3,0.0,0,0,0,2,0,13,24,24,23,64,47,140,168,172,179,371,282
Scaf1,Scaf1,1,2,1,0,1,3,0.0,0,0,0,0,0,7,11,8,13,26,25,72,111,73,108,173,168
Scaf11,Scaf11,1,2,15,14,27,26,0.0,0,0,0,15,14,34,68,46,72,209,194,514,732,653,838,1585,1436
Scaf4,Scaf4,1,2,3,2,3,8,0.0,0,0,0,1,0,10,19,22,20,52,51,149,178,206,262,414,380
Scaf8,Scaf8,0,1,4,4,4,5,0.0,0,0,3,1,4,10,19,12,24,64,52,124,162,177,165,439,363
Scai,Scai,2,0,0,2,2,3,0.0,0,0,0,3,0,12,35,9,19,59,37,97,123,107,137,252,182
Scamp1,Scamp1,2,2,6,8,7,7,0.0,0,0,0,3,4,18,40,26,33,76,72,410,555,489,604,926,852
Scamp2,Scamp2,1,2,2,6,4,12,0.0,0,0,0,1,0,36,70,78,62,196,193,177,232,226,234,434,429
Scamp3,Scamp3,0,0,1,3,1,2,0.0,0,0,0,1,1,18,20,39,29,105,84,118,138,112,137,370,314
Scamp5,Scamp5,4,4,2,3,12,6,0.0,0,3,0,2,1,8,13,9,13,21,20,315,393,269,470,460,413
Scand1,Scand1,5,3,0,8,21,10,0.0,0,1,2,3,6,35,27,24,36,112,97,355,436,304,450,1105,868
Scap,Scap,2,5,0,10,6,6,0.0,1,3,1,5,6,22,21,27,35,91,64,158,205,196,214,429,370
Scaper,Scaper,0,5,6,16,8,4,0.0,0,0,0,8,1,11,30,33,32,88,59,500,627,679,847,1310,1028
Scara3,Scara3,0,0,0,0,0,1,0.0,0,0,0,0,0,77,96,93,101,283,219,3,6,4,5,11,6
Scara5,Scara5,0,0,1,0,0,0,0.0,0,0,0,0,0,0,1,4,4,1,13,3,4,3,6,12,8
Scarb1,Scarb1,4,4,9,11,15,13,0.0,0,0,0,5,1,63,85,75,71,324,264,188,254,212,255,661,599
Scarb2,Scarb2,0,0,1,1,7,6,0.0,0,0,0,2,1,7,23,12,10,162,123,62,106,98,87,673,549
Scarf1,Scarf1,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,1,2,0,0,7,2,3,5,4
Scarf2,Scarf2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,2,1,17,9,0,3,0,1,2,1
Scarna13,Scarna13,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Scarna17,Scarna17,0,0,0,0,0,1,0.0,0,0,0,0,0,0,1,0,2,1,2,0,1,1,0,2,0
Scarna2,Scarna2,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0
Scarna3a,Scarna3a,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Scarna8,Scarna8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scarna9,Scarna9,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sccpdh,Sccpdh,2,3,1,6,5,6,0.0,0,0,0,3,2,30,41,36,27,82,79,231,276,301,313,560,531
Scd1,Scd1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,3,0,0
Scd2,Scd2,3,6,5,6,11,11,0.0,0,0,0,7,0,366,544,501,558,1299,1121,601,836,780,979,1338,1201
Scd3,Scd3,0,5,1,1,3,2,0.0,0,0,0,0,1,0,1,1,2,5,1,86,135,100,141,332,289
Scd4,Scd4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0
Scel,Scel,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,2
Scfd1,Scfd1,1,0,4,7,8,7,0.0,0,2,0,1,1,27,50,43,35,140,143,286,351,377,445,950,784
Scfd2,Scfd2,0,0,0,1,1,0,0.0,1,0,0,0,0,1,4,7,7,10,8,18,30,25,42,71,66
Scg2,Scg2,54,24,100,89,52,59,0.0,0,0,0,1,14,14,27,20,23,87,65,6081,7742,7656,8792,13882,11750
Scg3,Scg3,17,6,28,20,40,33,0.0,6,5,3,54,33,26,15,12,23,110,91,1779,2327,2235,2757,6180,5519
Scg5,Scg5,21,12,16,45,40,44,0.0,1,2,1,17,19,48,72,75,78,234,225,1806,2200,2021,2359,4993,4503
Scgb1a1,Scgb1a1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Scgb1b30,Scgb1b30,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Scgb1c1,Scgb1c1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scgb2a2,Scgb2a2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scgb2b20,Scgb2b20,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scgn,Scgn,11,11,25,25,31,44,0.0,0,0,0,6,10,13,13,12,15,28,27,2283,2521,2331,3094,7526,6562
Schip1,Schip1,6,2,10,17,13,13,0.0,0,0,0,0,3,30,43,33,29,114,91,783,971,987,1062,2057,1851
Sclt1,Sclt1,3,1,4,6,5,4,0.0,0,0,2,2,1,6,20,8,18,31,21,173,267,245,292,456,381
Scly,Scly,0,0,1,0,0,1,0.0,0,0,0,0,0,4,7,6,8,22,22,48,56,44,59,187,147
Scmh1,Scmh1,1,1,1,3,1,2,0.0,0,0,0,2,0,8,7,14,12,26,39,140,170,159,202,304,255
Scml2,Scml2,0,0,0,1,0,0,0.0,0,0,0,0,0,3,1,6,4,3,3,13,29,29,39,36,35
Scml4,Scml4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,3,1,5
Scn11a,Scn11a,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,2,12,10
Scn1a,Scn1a,0,1,0,1,0,0,0.0,0,0,0,0,0,0,2,1,0,4,1,37,49,39,57,147,138
Scn1b,Scn1b,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,3,9,3,12,16,28
Scn2a1,Scn2a1,0,1,0,1,1,2,0.0,0,0,0,0,0,1,5,1,0,8,2,121,140,133,170,294,273
Scn2b,Scn2b,2,0,0,1,2,1,0.0,0,0,0,0,0,0,0,0,0,2,1,36,52,49,57,138,88
Scn3a,Scn3a,0,0,1,1,3,1,0.0,0,0,0,0,0,0,0,2,0,1,6,75,118,85,152,357,325
Scn3b,Scn3b,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,6
Scn4a,Scn4a,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,17,6,5
Scn4b,Scn4b,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Scn5a,Scn5a,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Scn7a,Scn7a,0,0,0,0,0,1,0.0,0,0,0,0,0,37,58,50,53,161,116,1,7,3,8,7,4
Scn8a,Scn8a,2,1,2,0,0,2,0.0,0,0,0,0,0,6,8,9,8,46,31,173,255,194,223,361,335
Scn9a,Scn9a,0,0,0,0,0,0,0.0,0,0,0,0,0,5,3,2,6,17,9,0,2,2,0,3,0
Scnm1,Scnm1,1,2,1,6,6,4,0.0,0,0,0,5,1,10,20,16,31,73,52,160,218,153,233,425,376
Scnn1a,Scnn1a,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,3,2,0,0,1,0,1,2,2
Sco1,Sco1,1,0,0,4,7,2,0.0,0,0,2,2,0,7,6,12,12,25,27,86,122,97,123,241,184
Sco2,Sco2,0,1,2,0,1,1,0.0,0,0,0,2,1,1,6,9,4,12,14,31,42,34,40,100,101
Scoc,Scoc,2,6,2,3,3,3,0.0,0,0,0,1,0,18,32,27,28,32,38,422,500,471,541,540,450
Scp2,Scp2,3,5,6,8,8,8,0.0,4,0,0,4,4,59,120,112,98,220,180,566,709,661,687,859,697
Scpep1,Scpep1,0,0,0,1,4,4,0.0,0,0,0,0,0,3,13,15,10,24,22,55,54,46,68,100,92
Scpep1os,Scpep1os,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Scrg1,Scrg1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Scrib,Scrib,0,0,0,0,2,1,0.0,1,0,0,1,0,2,7,1,4,21,26,40,49,43,60,105,113
Scrn1,Scrn1,4,2,2,12,10,8,0.0,0,0,0,5,4,16,18,18,18,44,35,724,990,851,1061,1694,1522
Scrn2,Scrn2,1,0,0,1,2,1,0.0,0,0,1,1,0,4,8,8,6,14,22,27,36,19,35,88,67
Scrn3,Scrn3,3,0,2,2,3,0,0.0,0,0,0,1,0,8,12,10,7,26,20,95,136,143,142,207,190
Scrt1,Scrt1,1,2,0,0,2,0,0.0,0,0,0,0,1,0,3,1,1,2,1,111,137,123,203,289,288
Scrt2,Scrt2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,5,3
Sct,Sct,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,1,0,1,3,0,0,2,1,10,7
Sctr,Sctr,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Scube1,Scube1,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,11,2,6,9,2
Scube2,Scube2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,3,4,4
Scube3,Scube3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,5,0
Scx,Scx,0,0,0,1,2,0,0.0,0,0,0,0,0,0,1,3,4,9,4,28,49,45,61,129,113
Scyl1,Scyl1,1,1,4,6,2,7,0.0,0,1,0,0,2,19,26,18,20,73,57,151,188,187,239,445,409
Scyl2,Scyl2,0,2,2,0,1,1,0.0,0,0,0,1,2,3,9,11,4,23,22,99,141,118,136,217,186
Scyl3,Scyl3,0,0,1,0,3,1,0.0,0,0,0,0,0,4,17,6,4,11,14,44,69,47,66,106,106
Sdad1,Sdad1,0,0,1,2,1,3,0.0,0,0,0,1,2,10,20,17,14,50,30,96,158,124,175,225,221
Sdc1,Sdc1,0,0,0,0,0,0,0.0,0,0,0,0,0,1,2,1,0,2,5,1,0,0,0,6,2
Sdc2,Sdc2,2,0,0,1,3,2,0.0,0,1,1,3,2,51,83,69,98,194,162,126,175,131,190,377,342
Sdc3,Sdc3,0,1,1,2,4,4,0.0,0,0,0,1,0,0,1,1,0,4,0,59,66,61,72,280,230
Sdc4,Sdc4,0,0,8,7,13,14,0.0,0,2,0,5,10,84,121,130,120,431,325,192,249,237,284,719,583
Sdcbp,Sdcbp,1,2,2,0,0,2,0.0,0,0,0,0,1,33,68,55,54,166,129,67,66,85,81,153,148
Sdcbp2,Sdcbp2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,4,2,5,1,7,4
Sdccag3,Sdccag3,1,2,0,1,8,6,0.0,0,0,0,5,1,22,24,26,35,89,61,187,253,209,250,550,488
Sdccag8,Sdccag8,0,4,0,3,1,6,0.0,0,0,0,3,4,5,7,16,8,27,18,111,151,181,184,303,256
Sde2,Sde2,1,3,5,6,9,9,0.0,0,1,0,4,3,18,27,34,26,90,71,290,354,342,418,869,795
Sdf2,Sdf2,1,2,6,7,15,11,0.0,1,2,1,5,4,76,74,84,96,314,279,374,451,461,500,1038,902
Sdf2l1,Sdf2l1,0,0,0,0,2,1,0.0,0,0,0,0,2,3,4,7,5,32,18,36,47,39,37,218,179
Sdf4,Sdf4,5,3,7,4,9,15,0.0,0,1,0,2,6,41,91,54,81,251,198,521,699,627,820,1378,1239
Sdha,Sdha,4,3,7,10,13,13,0.0,1,1,0,2,3,40,68,55,58,148,138,704,852,759,879,1545,1376
Sdhaf1,Sdhaf1,3,3,2,5,12,4,0.0,1,0,0,0,2,9,18,8,13,26,29,188,172,181,233,445,400
Sdhaf2,Sdhaf2,3,0,1,1,2,10,0.0,0,0,0,3,5,25,13,25,18,69,40,139,211,175,229,439,342
Sdhaf3,Sdhaf3,0,1,1,0,2,5,0.0,0,0,0,1,2,10,5,8,5,14,19,98,123,132,170,262,217
Sdhaf4,Sdhaf4,0,3,10,8,14,6,0.0,2,0,0,2,5,27,30,25,26,104,67,427,480,416,527,1042,953
Sdhb,Sdhb,2,1,7,15,20,10,0.0,0,0,0,7,9,51,68,65,83,200,195,539,676,594,784,1719,1540
Sdhc,Sdhc,1,3,8,12,13,13,0.0,3,1,0,7,5,43,40,54,44,170,117,618,687,741,745,1738,1524
Sdhd,Sdhd,0,2,1,8,9,15,0.0,0,1,0,2,1,19,24,23,30,118,94,307,361,353,347,909,809
Sdk1,Sdk1,0,0,0,6,0,0,0.0,0,0,0,0,0,0,1,0,0,2,1,93,131,110,126,137,118
Sdk2,Sdk2,1,0,0,3,1,2,0.0,0,0,0,0,0,23,33,25,30,64,50,152,228,186,258,296,257
Sdpr,Sdpr,0,0,0,0,0,0,0.0,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,1,1
Sdr16c5,Sdr16c5,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Sdr16c6,Sdr16c6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sdr39u1,Sdr39u1,3,0,1,6,8,4,0.0,0,0,0,0,1,7,5,8,6,37,25,244,269,242,290,530,481
Sdr42e1,Sdr42e1,0,0,0,0,0,1,0.0,0,0,0,1,0,4,13,7,9,14,24,9,14,13,16,31,22
Sdr9c7,Sdr9c7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sds,Sds,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sdsl,Sdsl,0,0,0,0,0,0,0.0,0,0,1,0,0,6,8,10,8,41,29,13,13,10,15,50,35
Sebox,Sebox,13,3,6,23,13,15,0.0,0,0,0,0,1,1,6,4,3,5,8,1692,1996,1418,2109,2112,2202
Sec1,Sec1,0,0,1,2,0,3,0.0,0,1,1,0,0,0,1,0,0,2,1,166,205,185,190,435,413
Sec11a,Sec11a,2,0,0,4,5,3,0.0,0,0,0,4,1,39,52,39,39,126,97,137,158,180,170,335,288
Sec11c,Sec11c,1,1,2,2,4,3,0.0,1,1,0,3,3,29,41,49,52,106,97,257,308,284,354,634,537
Sec13,Sec13,5,1,4,9,9,6,0.0,0,0,0,5,7,39,63,54,52,172,150,296,353,369,355,765,687
Sec14l1,Sec14l1,13,8,8,10,11,9,0.0,1,1,2,5,8,28,44,49,53,149,117,737,1014,952,1025,1564,1434
Sec14l2,Sec14l2,0,1,0,4,4,1,0.0,0,0,0,1,0,3,5,3,1,11,7,6,21,9,32,19,16
Sec14l3,Sec14l3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,0,2,2
Sec14l4,Sec14l4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3
Sec14l5,Sec14l5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0
Sec16a,Sec16a,2,0,1,5,1,0,0.0,0,0,2,0,0,5,9,10,12,20,17,67,76,96,133,145,145
Sec16b,Sec16b,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sec22a,Sec22a,3,2,5,1,5,2,0.0,0,0,0,0,0,27,30,30,34,95,74,82,116,105,101,229,179
Sec22b,Sec22b,4,4,3,7,17,4,0.0,0,0,1,5,5,40,43,47,33,137,147,204,249,239,267,512,438
Sec22c,Sec22c,0,0,1,4,8,6,0.0,0,0,0,0,1,0,10,6,5,21,14,72,101,98,106,155,160
Sec23a,Sec23a,0,2,0,2,1,3,0.0,0,0,0,1,1,17,21,14,19,58,45,177,180,205,246,385,379
Sec23b,Sec23b,1,0,3,5,7,6,0.0,0,0,0,2,1,12,28,20,20,65,40,168,205,184,219,407,416
Sec23ip,Sec23ip,0,0,3,2,3,9,0.0,0,0,1,1,3,11,24,12,17,48,57,163,247,188,253,344,332
Sec24a,Sec24a,2,2,0,1,1,2,0.0,0,0,0,0,2,5,13,7,6,41,23,52,107,80,87,186,131
Sec24b,Sec24b,1,1,1,1,2,3,0.0,0,0,0,1,0,14,19,14,17,58,30,117,156,149,178,280,253
Sec24c,Sec24c,2,0,0,4,5,2,0.0,0,0,0,2,1,12,12,12,15,33,37,98,124,114,136,253,252
Sec24d,Sec24d,0,0,1,0,0,0,0.0,0,0,0,0,0,3,1,8,10,14,6,10,19,7,21,16,17
Sec31a,Sec31a,1,0,2,0,3,5,0.0,0,0,0,2,1,9,16,10,22,63,63,215,255,215,288,472,444
Sec31b,Sec31b,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,6,13,8
Sec61a1,Sec61a1,1,1,2,3,1,5,0.0,0,0,0,2,2,28,32,31,47,150,123,112,155,140,185,396,380
Sec61a2,Sec61a2,0,1,3,2,4,11,0.0,0,0,0,2,0,13,18,24,28,68,54,151,210,164,229,442,398
Sec61b,Sec61b,2,2,4,4,12,9,0.0,0,0,1,3,5,51,73,68,72,228,147,335,493,379,505,1104,995
Sec61g,Sec61g,0,0,0,0,1,0,0.0,0,0,0,0,0,2,4,7,8,9,7,28,86,56,75,102,60
Sec62,Sec62,11,19,23,33,80,57,0.0,1,1,5,10,21,239,381,334,424,1010,911,2117,2973,2733,3405,5370,4779
Sec63,Sec63,5,3,4,12,21,19,0.0,0,0,0,5,3,44,67,54,78,217,138,379,554,450,594,1072,1059
Secisbp2,Secisbp2,1,1,1,2,5,2,0.0,0,0,0,0,0,17,22,14,19,57,37,177,237,232,262,472,344
Secisbp2l,Secisbp2l,2,1,1,6,25,17,0.0,1,1,0,3,4,45,62,58,68,270,216,391,529,512,648,1516,1374
Sectm1b,Sectm1b,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seh1l,Seh1l,1,0,1,3,2,0,0.0,0,0,0,1,0,6,7,11,4,30,15,65,112,103,127,202,195
Sel1l,Sel1l,5,3,2,4,2,2,0.0,0,1,0,5,0,13,38,42,31,86,90,184,243,231,302,468,423
Sel1l3,Sel1l3,0,0,0,1,1,0,0.0,0,0,0,1,1,4,3,8,3,11,11,32,38,43,36,43,32
Sele,Sele,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2
Selenbp1,Selenbp1,0,2,0,1,4,4,0.0,0,0,0,1,0,13,38,14,19,62,53,35,53,39,68,95,89
Selenbp2,Selenbp2,0,0,0,0,0,0,0.0,0,0,0,0,0,5,4,0,1,0,1,2,3,0,6,0,2
Selk,Selk,7,3,7,21,24,32,0.0,0,1,3,7,14,86,119,123,133,404,356,1011,1165,1143,1294,2860,2410
Sell,Sell,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Selm,Selm,3,0,4,11,9,4,0.0,0,0,0,0,2,39,69,53,67,229,156,549,698,527,754,1346,1086
Selo,Selo,0,1,2,0,1,0,0.0,0,0,0,0,0,7,7,8,9,40,26,68,73,76,92,178,179
Selp,Selp,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Selplg,Selplg,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,1
Selt,Selt,3,4,3,7,3,5,0.0,1,0,2,2,4,35,57,50,53,125,102,319,421,374,441,747,641
Sema3a,Sema3a,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,17,19,13,26,68,56
Sema3b,Sema3b,0,0,0,0,0,0,0.0,0,0,0,0,0,9,9,13,9,33,21,1,4,0,3,26,29
Sema3c,Sema3c,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
Sema3d,Sema3d,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,2,9,21,19,26,87,62
Sema3e,Sema3e,1,1,1,4,1,0,0.0,0,0,0,1,0,42,68,54,68,232,176,248,339,306,380,508,406
Sema3f,Sema3f,3,0,1,1,3,1,0.0,0,0,0,0,0,5,9,4,15,25,15,30,44,32,64,93,94
Sema3g,Sema3g,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2
Sema4a,Sema4a,0,0,0,0,0,1,0.0,0,0,0,0,0,5,19,15,25,44,50,19,19,17,19,35,33
Sema4b,Sema4b,1,0,1,0,1,0,0.0,0,0,0,0,1,3,5,6,2,35,23,19,13,10,17,58,50
Sema4c,Sema4c,0,1,0,1,0,2,0.0,0,0,0,0,0,0,2,2,4,1,9,26,22,19,34,46,56
Sema4d,Sema4d,0,0,0,2,0,3,0.0,0,0,0,0,1,15,24,16,30,81,76,68,73,79,96,172,167
Sema4f,Sema4f,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13,17,9,16,19,14
Sema4g,Sema4g,0,0,1,3,3,3,0.0,0,0,0,1,0,5,2,5,3,31,21,97,105,105,138,404,319
Sema5a,Sema5a,0,0,0,0,0,0,0.0,0,0,0,0,0,42,69,67,100,219,193,6,3,0,6,18,11
Sema5b,Sema5b,0,0,0,0,0,0,0.0,0,0,0,0,0,24,38,20,23,123,77,18,16,15,29,103,103
Sema6a,Sema6a,0,0,0,0,0,2,0.0,0,0,0,1,0,39,43,65,29,234,185,5,12,22,19,63,49
Sema6b,Sema6b,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0,2,0,24,22,24,23,85,79
Sema6c,Sema6c,0,0,0,1,0,0,0.0,0,0,0,0,0,1,0,0,1,3,5,14,5,4,8,33,29
Sema6d,Sema6d,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,5,1,3,6,8
Sema7a,Sema7a,0,0,0,1,1,0,0.0,0,0,0,2,0,0,1,0,0,0,2,56,54,53,73,99,97
Senp1,Senp1,0,0,3,5,2,4,0.0,0,0,0,0,2,8,17,11,7,35,13,105,132,137,181,334,293
Senp2,Senp2,6,3,6,4,14,12,0.0,0,1,2,4,6,17,39,26,37,73,72,367,584,582,671,1039,911
Senp3,Senp3,1,1,1,1,5,2,0.0,0,0,0,0,2,11,23,19,21,62,49,118,148,137,179,340,278
Senp5,Senp5,0,0,1,7,4,1,0.0,0,0,0,0,2,6,10,10,13,38,25,102,171,132,200,249,266
Senp6,Senp6,17,6,14,25,24,32,0.0,0,1,1,10,6,66,89,114,140,322,313,849,1130,1156,1416,2304,2057
Senp7,Senp7,4,4,6,5,6,13,0.0,0,0,0,2,3,20,25,27,38,100,62,321,393,395,521,939,800
Senp8,Senp8,1,1,1,1,3,2,0.0,0,0,0,1,0,5,9,14,13,32,27,91,117,110,123,250,196
Sep15,Sep15,3,5,17,18,24,23,0.0,0,1,2,9,10,186,266,246,239,624,489,864,961,862,1005,1606,1361
Sephs1,Sephs1,0,0,0,3,1,1,0.0,0,0,0,1,0,1,13,13,7,24,18,71,86,85,93,211,208
Sephs2,Sephs2,1,2,0,5,1,2,0.0,0,0,0,0,1,0,2,3,3,8,3,37,73,67,63,155,124
Sepn1,Sepn1,1,1,0,1,2,0,0.0,0,0,0,1,0,2,6,8,5,16,8,68,83,86,111,252,136
Sepp1,Sepp1,0,0,0,0,0,0,0.0,0,0,0,0,0,46,76,65,71,305,188,1,3,5,5,13,2
Sepsecs,Sepsecs,0,0,0,1,3,1,0.0,0,0,0,1,1,7,8,10,13,38,36,53,55,60,87,153,126
Sept1,Sept1,0,0,0,0,0,1,0.0,0,0,0,0,0,0,2,0,0,4,2,1,1,3,1,1,7
Sept10,Sept10,0,0,0,1,1,1,0.0,0,0,0,1,0,13,19,21,23,55,44,18,31,28,33,52,49
Sept11,Sept11,1,1,2,7,9,6,0.0,0,1,0,1,2,17,30,29,35,94,100,326,394,405,448,888,802
Sept12,Sept12,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
Sept14,Sept14,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sept2,Sept2,5,3,1,9,3,6,0.0,0,0,2,0,2,54,65,60,68,232,162,341,484,487,562,1037,874
Sept3,Sept3,2,3,4,9,5,9,0.0,0,1,0,1,0,3,11,6,13,50,32,354,463,440,556,1641,1368
Sept4,Sept4,3,1,8,9,5,10,0.0,2,0,0,3,4,146,270,209,227,875,661,393,508,474,568,1142,993
Sept5,Sept5,0,0,0,0,0,0,0.0,0,0,0,0,0,2,2,1,1,4,2,11,18,12,21,35,32
Sept6,Sept6,1,0,1,0,1,0,0.0,0,0,0,1,0,4,10,14,7,32,18,46,54,33,57,163,147
Sept7,Sept7,22,9,9,37,40,43,0.0,1,4,4,6,13,196,310,319,276,1006,759,1936,2459,2504,2846,5171,4748
Sept8,Sept8,1,0,2,3,2,7,0.0,0,0,0,2,2,58,113,96,100,373,303,100,149,109,129,405,335
Sept9,Sept9,0,0,0,0,0,0,0.0,0,0,0,0,0,8,8,12,7,29,28,3,2,1,0,9,7
