436F,gene_id,gene_name,gene_type,gene_length,gene_count,RPK,TPM,log2(TPM+1)
48251,ENSMUSG00000045394.10,Epcam,protein_coding,2195,0,0.0,0.0,0.0
48252,ENSMUSG00000024151.14,Msh2,protein_coding,5518,2,0.3624501631025734,6.381689217675922,2.8839509988194907
48253,ENSMUSG00000050138.9,Kcnk12,protein_coding,1972,0,0.0,0.0,0.0
48254,ENSMUSG00000117466.2,Gm50039,lncRNA,2598,0,0.0,0.0,0.0
48255,ENSMUSG00000093922.2,Rpl36-ps4,protein_coding,354,1,2.824858757062147,49.73751568239512,5.6649809757312015
48256,ENSMUSG00000117455.2,Gm50040,processed_pseudogene,459,0,0.0,0.0,0.0
48257,ENSMUSG00000117522.2,Gm50041,processed_pseudogene,217,0,0.0,0.0,0.0
48258,ENSMUSG00000005370.5,Msh6,protein_coding,4346,20,4.601932811780948,81.02660170993038,6.358019954998475
48259,ENSMUSG00000005371.16,Fbxo11,protein_coding,4397,18,4.093700250170571,72.07811005872678,6.191367418451015
48260,ENSMUSG00000058869.10,Gm4832,transcribed_processed_pseudogene,482,0,0.0,0.0,0.0
48261,ENSMUSG00000097676.2,Gm26612,lncRNA,1055,0,0.0,0.0,0.0
48262,ENSMUSG00000117369.2,Gm31499,lncRNA,725,0,0.0,0.0,0.0
48263,ENSMUSG00000117351.2,Gm31615,lncRNA,1125,0,0.0,0.0,0.0
48264,ENSMUSG00000117497.2,1700116H05Rik,lncRNA,3809,0,0.0,0.0,0.0
48265,ENSMUSG00000088791.3,Gm22542,snRNA,95,0,0.0,0.0,0.0
48266,ENSMUSG00000119680.1,U6,snRNA,107,0,0.0,0.0,0.0
48267,ENSMUSG00000034998.19,Foxn2,protein_coding,7357,10,1.3592496941688188,23.93241885492439,4.639950949667071
48268,ENSMUSG00000034709.9,Ppp1r21,protein_coding,4255,0,0.0,0.0,0.0
48269,ENSMUSG00000103075.2,Gm38109,TEC,181,0,0.0,0.0,0.0
48270,ENSMUSG00000033855.16,Ston1,protein_coding,4521,18,3.9814200398142003,70.10118335063518,6.151801665982211
48271,ENSMUSG00000117398.2,Gm9406,processed_pseudogene,675,0,0.0,0.0,0.0
48272,ENSMUSG00000117567.2,Gm50056,lncRNA,1461,0,0.0,0.0,0.0
48273,ENSMUSG00000024154.12,Gtf2a1l,protein_coding,1888,0,0.0,0.0,0.0
48274,ENSMUSG00000024107.8,Lhcgr,protein_coding,7645,0,0.0,0.0,0.0
48275,ENSMUSG00000117566.2,Gm9407,processed_pseudogene,390,0,0.0,0.0,0.0
48276,ENSMUSG00000032937.6,Fshr,protein_coding,2360,0,0.0,0.0,0.0
48277,ENSMUSG00000117364.2,4933400B14Rik,lncRNA,978,0,0.0,0.0,0.0
48278,ENSMUSG00000117524.2,Gm4719,lncRNA,801,0,0.0,0.0,0.0
48279,ENSMUSG00000117511.2,Gm50061,lncRNA,815,0,0.0,0.0,0.0
48280,ENSMUSG00000066878.6,Gm10184,protein_coding,1988,0,0.0,0.0,0.0
48281,ENSMUSG00000117635.2,Gm41653,lncRNA,1723,0,0.0,0.0,0.0
48282,ENSMUSG00000024109.19,Nrxn1,protein_coding,20733,0,0.0,0.0,0.0
48283,ENSMUSG00002075452.1,ENSMUSG00002075452,miRNA,94,0,0.0,0.0,0.0
48284,ENSMUSG00000073367.6,Gm10493,processed_pseudogene,610,0,0.0,0.0,0.0
48285,ENSMUSG00000093716.2,Gm19815,processed_pseudogene,335,0,0.0,0.0,0.0
48286,ENSMUSG00000092549.2,Gm20491,processed_pseudogene,1241,0,0.0,0.0,0.0
48287,ENSMUSG00000090160.2,4930480K15Rik,lncRNA,2199,0,0.0,0.0,0.0
48288,ENSMUSG00002075733.1,ENSMUSG00002075733,miRNA,145,0,0.0,0.0,0.0
48289,ENSMUSG00000071033.2,Gm10308,lncRNA,742,0,0.0,0.0,0.0
48290,ENSMUSG00002076576.1,ENSMUSG00002076576,miRNA,61,0,0.0,0.0,0.0
48291,ENSMUSG00000117572.2,Gm9410,processed_pseudogene,1042,0,0.0,0.0,0.0
48292,ENSMUSG00000117649.2,Gm9411,processed_pseudogene,929,0,0.0,0.0,0.0
48293,ENSMUSG00000043346.10,Gm6741,processed_pseudogene,747,0,0.0,0.0,0.0
48294,ENSMUSG00000117471.2,Gm49988,processed_pseudogene,473,0,0.0,0.0,0.0
48295,ENSMUSG00000117396.2,Gm49989,processed_pseudogene,316,0,0.0,0.0,0.0
48296,ENSMUSG00000117629.2,Gm49990,processed_pseudogene,393,3,7.633587786259541,134.4051950501364,7.0811392811934715
48297,ENSMUSG00000087425.2,Gm15404,lncRNA,364,0,0.0,0.0,0.0
48298,ENSMUSG00000117417.2,Gm49991,lncRNA,1397,0,0.0,0.0,0.0
48299,ENSMUSG00000081412.2,Gm15403,processed_pseudogene,1227,0,0.0,0.0,0.0
48300,ENSMUSG00000117555.2,Gm49992,processed_pseudogene,545,0,0.0,0.0,0.0
48301,ENSMUSG00000117408.2,Gm49993,processed_pseudogene,482,0,0.0,0.0,0.0
48302,ENSMUSG00000117433.2,Gm41654,lncRNA,1432,0,0.0,0.0,0.0
48303,ENSMUSG00000087942.3,Gm24244,snoRNA,130,0,0.0,0.0,0.0
48304,ENSMUSG00002076816.1,ENSMUSG00002076816,miRNA,135,0,0.0,0.0,0.0
48305,ENSMUSG00000117584.2,Gm49994,processed_pseudogene,334,0,0.0,0.0,0.0
48306,ENSMUSG00000117343.2,Gm19145,processed_pseudogene,570,0,0.0,0.0,0.0
48307,ENSMUSG00000117624.2,Gm6751,processed_pseudogene,1102,3,2.722323049001815,47.932161211164804,5.612711099296827
48308,ENSMUSG00000098122.2,Gm27039,processed_pseudogene,962,1,1.0395010395010396,18.302578535933343,4.270721677744541
48309,ENSMUSG00000117354.2,Gm49995,processed_pseudogene,305,0,0.0,0.0,0.0
48310,ENSMUSG00000117625.2,Gm21018,processed_pseudogene,1192,0,0.0,0.0,0.0
48311,ENSMUSG00000117409.2,Gm49996,processed_pseudogene,277,1,3.6101083032490973,63.56346769519087,6.012646162541194
48312,ENSMUSG00000117591.2,Gm49997,processed_pseudogene,328,0,0.0,0.0,0.0
48313,ENSMUSG00000117559.2,Gm49998,processed_pseudogene,226,0,0.0,0.0,0.0
48314,ENSMUSG00000024256.8,Adcyap1,protein_coding,3777,0,0.0,0.0,0.0
48315,ENSMUSG00000119213.1,U6,snRNA,107,0,0.0,0.0,0.0
48316,ENSMUSG00000117362.2,Gm9665,processed_pseudogene,542,0,0.0,0.0,0.0
48317,ENSMUSG00000117452.2,Gm6764,processed_pseudogene,1475,0,0.0,0.0,0.0
48318,ENSMUSG00000117368.2,Gm50001,processed_pseudogene,352,0,0.0,0.0,0.0
48319,ENSMUSG00000117514.2,Gm50002,processed_pseudogene,332,0,0.0,0.0,0.0
48320,ENSMUSG00000117537.2,Gm50003,processed_pseudogene,283,0,0.0,0.0,0.0
48321,ENSMUSG00000117543.2,Gm50004,processed_pseudogene,394,0,0.0,0.0,0.0
48322,ENSMUSG00000077433.3,Gm22593,snRNA,109,0,0.0,0.0,0.0
48323,ENSMUSG00000117476.2,Gm9416,processed_pseudogene,313,0,0.0,0.0,0.0
48324,ENSMUSG00000117382.2,Gm50005,processed_pseudogene,459,0,0.0,0.0,0.0
48325,ENSMUSG00000117586.2,Gm50006,processed_pseudogene,453,1,2.2075055187637966,38.86772748690479,5.3171494670444845
48326,ENSMUSG00000055660.10,Mettl4,protein_coding,8036,9,1.1199601791936287,19.71922908961061,4.372898419857468
48327,ENSMUSG00000098090.9,2700099C18Rik,transcribed_unprocessed_pseudogene,2190,1,0.4566210045662101,8.039762808935102,3.176284918784004
48328,ENSMUSG00000098121.2,Gm27038,processed_pseudogene,175,0,0.0,0.0,0.0
48329,ENSMUSG00000066057.8,Gm1976,lncRNA,3546,0,0.0,0.0,0.0
48330,ENSMUSG00002076104.1,5S_rRNA,rRNA,107,0,0.0,0.0,0.0
48331,ENSMUSG00000117642.2,Amd-ps7,processed_pseudogene,626,0,0.0,0.0,0.0
48332,ENSMUSG00000117653.2,Gm50009,TEC,1312,0,0.0,0.0,0.0
48333,ENSMUSG00000117499.2,Gm50010,TEC,1323,1,0.7558578987150416,13.308450908214567,3.8387955833034235
48334,ENSMUSG00000117582.2,Gm19853,processed_pseudogene,400,0,0.0,0.0,0.0
48335,ENSMUSG00000095193.3,Gm20939,lncRNA,3773,0,0.0,0.0,0.0
48336,ENSMUSG00000065658.3,Gm23102,snRNA,116,0,0.0,0.0,0.0
48337,ENSMUSG00000117547.2,Gm50072,processed_pseudogene,252,0,0.0,0.0,0.0
48338,ENSMUSG00000093774.2,Vmn1r-ps151,unprocessed_pseudogene,982,0,0.0,0.0,0.0
48339,ENSMUSG00000093444.2,Vmn1r-ps152,unprocessed_pseudogene,699,0,0.0,0.0,0.0
48340,ENSMUSG00000117531.2,Gm50073,processed_pseudogene,230,0,0.0,0.0,0.0
48341,ENSMUSG00000091539.3,Vmn1r238,protein_coding,921,0,0.0,0.0,0.0
48342,ENSMUSG00000117353.2,Gm50074,processed_pseudogene,274,0,0.0,0.0,0.0
48343,ENSMUSG00000117464.2,Gm50075,processed_pseudogene,486,0,0.0,0.0,0.0
48344,ENSMUSG00000063889.17,Crem,protein_coding,5895,0,0.0,0.0,0.0
48345,ENSMUSG00000097746.3,Gm6225,lncRNA,7740,0,0.0,0.0,0.0
48346,ENSMUSG00000024231.16,Cul2,protein_coding,4216,9,2.1347248576850095,37.58627252469422,5.270015779609448
48347,ENSMUSG00000117370.2,Gm6235,processed_pseudogene,409,3,7.334963325183375,129.1472901092998,7.024001462434337
48348,ENSMUSG00000117389.2,Gm50088,processed_pseudogene,132,0,0.0,0.0,0.0
48349,ENSMUSG00000096528.2,G430049J08Rik,TEC,2686,0,0.0,0.0,0.0
48350,ENSMUSG00000117469.2,Gm50089,processed_pseudogene,452,0,0.0,0.0,0.0
48351,ENSMUSG00000024232.3,Bambi,protein_coding,5074,3,0.5912495072920773,10.41017770096642,3.5122493550772065
48352,ENSMUSG00000117454.2,Gm50090,processed_pseudogene,1363,0,0.0,0.0,0.0
48353,ENSMUSG00000117506.2,Gm50091,TEC,1962,0,0.0,0.0,0.0
48354,ENSMUSG00002075705.1,U6,snRNA,64,0,0.0,0.0,0.0
48355,ENSMUSG00000117463.2,Rpl7a-ps6,processed_pseudogene,812,0,0.0,0.0,0.0
48356,ENSMUSG00002075179.1,7SK,misc_RNA,323,0,0.0,0.0,0.0
48357,ENSMUSG00000117395.2,Gm7378,processed_pseudogene,902,0,0.0,0.0,0.0
48358,ENSMUSG00000117565.2,Gm6248,processed_pseudogene,186,0,0.0,0.0,0.0
48359,ENSMUSG00000024233.11,Lyzl1,protein_coding,846,0,0.0,0.0,0.0
48360,ENSMUSG00000073647.5,Gm10557,processed_pseudogene,619,0,0.0,0.0,0.0
48361,ENSMUSG00000117482.2,Gm7400,processed_pseudogene,1058,0,0.0,0.0,0.0
48362,ENSMUSG00000024235.12,Map3k8,protein_coding,4504,0,0.0,0.0,0.0
48363,ENSMUSG00000117401.2,4833419F23Rik,lncRNA,887,0,0.0,0.0,0.0
48364,ENSMUSG00000117594.2,Gm50096,lncRNA,496,0,0.0,0.0,0.0
48365,ENSMUSG00000097641.3,Gm26865,lncRNA,3289,0,0.0,0.0,0.0
48366,ENSMUSG00000024234.8,Mtpap,protein_coding,6198,5,0.8067118425298483,14.203840393326775,3.926363880174584
48367,ENSMUSG00000117579.2,Gm50023,lncRNA,384,2,5.208333333333333,91.70354453941599,6.534552596539409
48368,ENSMUSG00000117640.2,Gm7411,processed_pseudogene,1033,1,0.9680542110358181,17.044608471992134,4.173495935177463
48369,ENSMUSG00000117521.2,Gm50024,lncRNA,1696,0,0.0,0.0,0.0
48370,ENSMUSG00000033960.7,Jcad,protein_coding,7311,18,2.4620434961017645,43.34939815732754,5.47084262148066
48371,ENSMUSG00000117585.2,Gm5047,processed_pseudogene,801,0,0.0,0.0,0.0
48372,ENSMUSG00000097043.2,Gm10556,lncRNA,3906,0,0.0,0.0,0.0
48373,ENSMUSG00000024236.19,Svil,protein_coding,10701,13,1.2148397346042425,21.389781064422234,4.484768515940017
48374,ENSMUSG00000097888.3,Gm26682,lncRNA,1770,0,0.0,0.0,0.0
48375,ENSMUSG00000050945.9,Zfp438,protein_coding,4040,1,0.24752475247524752,4.3581882553385825,2.4217452699209057
48376,ENSMUSG00000117520.2,Gm50064,lncRNA,2483,0,0.0,0.0,0.0
48377,ENSMUSG00000117617.2,Gm50065,lncRNA,317,0,0.0,0.0,0.0
48378,ENSMUSG00000063087.16,Gm10125,lncRNA,7876,0,0.0,0.0,0.0
48379,ENSMUSG00000097926.2,Gm26575,lncRNA,2232,0,0.0,0.0,0.0
48380,ENSMUSG00000103138.2,Gm2238,TEC,3669,0,0.0,0.0,0.0
48381,ENSMUSG00000024238.16,Zeb1,protein_coding,10266,20,1.9481784531463082,34.30173495337595,5.141667183401487
48382,ENSMUSG00000090078.3,Gm16147,processed_pseudogene,373,0,0.0,0.0,0.0
48383,ENSMUSG00002076906.1,ENSMUSG00002076906,miRNA,111,0,0.0,0.0,0.0
48384,ENSMUSG00000117508.2,Gm34804,lncRNA,1317,0,0.0,0.0,0.0
48385,ENSMUSG00000117548.2,Gm41662,TEC,768,0,0.0,0.0,0.0
48386,ENSMUSG00000041225.17,Arhgap12,protein_coding,8016,2,0.249500998003992,4.392984169552862,2.4310837989993908
48387,ENSMUSG00000006740.15,Kif5b,protein_coding,7981,16,2.0047613081067537,35.29799383850219,5.181817908694479
48388,ENSMUSG00000091165.2,Gm17036,lncRNA,254,0,0.0,0.0,0.0
48389,ENSMUSG00000117519.2,Gm41664,lncRNA,523,0,0.0,0.0,0.0
48390,ENSMUSG00000073640.4,Rpl27-ps3,processed_pseudogene,411,0,0.0,0.0,0.0
48391,ENSMUSG00000117387.2,Gm49986,processed_pseudogene,438,0,0.0,0.0,0.0
48392,ENSMUSG00000095614.2,Gm6291,processed_pseudogene,309,0,0.0,0.0,0.0
48393,ENSMUSG00000024240.14,Epc1,protein_coding,4475,5,1.11731843575419,19.672715700075837,4.369656017742582
48394,ENSMUSG00000101320.2,Gm28529,lncRNA,977,0,0.0,0.0,0.0
48395,ENSMUSG00000084514.2,Mir1893,miRNA,83,0,0.0,0.0,0.0
48396,ENSMUSG00000117425.2,Gm7464,processed_pseudogene,667,0,0.0,0.0,0.0
48397,ENSMUSG00000039540.10,4921524L21Rik,protein_coding,1488,0,0.0,0.0,0.0
48398,ENSMUSG00000117620.2,Gm50077,processed_pseudogene,2714,0,0.0,0.0,0.0
48399,ENSMUSG00000073639.7,Rab18,protein_coding,6850,6,0.8759124087591241,15.422260337139743,4.0375808062146366
48400,ENSMUSG00000117359.2,Gm7466,processed_pseudogene,444,1,2.2522522522522523,39.655586827855565,5.345381713731667
48401,ENSMUSG00000117461.2,Gm50081,lncRNA,305,0,0.0,0.0,0.0
48402,ENSMUSG00000117652.2,Gm2350,lncRNA,479,1,2.0876826722338206,36.75799697613334,5.238710328092226
48403,ENSMUSG00000061013.7,Mkx,protein_coding,4095,2,0.48840048840048844,8.599306740692489,3.262930218554645
48404,ENSMUSG00000117356.2,Gm46633,lncRNA,1443,0,0.0,0.0,0.0
48405,ENSMUSG00000117381.2,Gm10350,processed_pseudogene,227,0,0.0,0.0,0.0
48406,ENSMUSG00000061802.7,Odad2,protein_coding,4109,0,0.0,0.0,0.0
48407,ENSMUSG00000117360.2,Gm18581,processed_pseudogene,1003,0,0.0,0.0,0.0
48408,ENSMUSG00000117383.2,4930415O11Rik,TEC,1434,0,0.0,0.0,0.0
48409,ENSMUSG00000057440.9,Mpp7,protein_coding,20164,1,0.049593334655822253,0.8731938381059249,0.9055001973944127
48410,ENSMUSG00000117556.2,Gm18948,processed_pseudogene,595,0,0.0,0.0,0.0
48411,ENSMUSG00000094334.3,Fabp5l2,processed_pseudogene,405,0,0.0,0.0,0.0
48412,ENSMUSG00000117542.2,Gm18763,processed_pseudogene,983,0,0.0,0.0,0.0
48413,ENSMUSG00000064822.2,Gm24292,snRNA,107,0,0.0,0.0,0.0
48414,ENSMUSG00000117462.2,Gm50027,processed_pseudogene,252,0,0.0,0.0,0.0
48415,ENSMUSG00000117505.2,Gm9993,lncRNA,1096,0,0.0,0.0,0.0
48416,ENSMUSG00000024283.16,Wac,protein_coding,5919,17,2.8721067747930396,50.56941533648485,5.688443784094545
48417,ENSMUSG00000091019.2,Gm7502,processed_pseudogene,733,2,2.728512960436562,48.04114748040347,5.615920830949497
48418,ENSMUSG00000117428.2,Gm4833,processed_pseudogene,790,0,0.0,0.0,0.0
48419,ENSMUSG00000117490.2,Gm35031,lncRNA,2382,0,0.0,0.0,0.0
48420,ENSMUSG00000117385.2,Gm20147,processed_pseudogene,493,0,0.0,0.0,0.0
48421,ENSMUSG00000117484.2,Gm5500,processed_pseudogene,919,0,0.0,0.0,0.0
48422,ENSMUSG00000117424.2,Gm35232,processed_pseudogene,242,0,0.0,0.0,0.0
48423,ENSMUSG00000092097.3,Gm5819,processed_pseudogene,439,0,0.0,0.0,0.0
48424,ENSMUSG00002076391.1,ENSMUSG00002076391,miRNA,104,0,0.0,0.0,0.0
48425,ENSMUSG00000103172.2,Gm37148,TEC,716,0,0.0,0.0,0.0
48426,ENSMUSG00000117549.2,Gm7523,processed_pseudogene,1053,0,0.0,0.0,0.0
48427,ENSMUSG00000117483.2,Gm18526,processed_pseudogene,548,0,0.0,0.0,0.0
48428,ENSMUSG00000036904.7,Fzd8,protein_coding,5974,2,0.33478406427854035,5.894569987133536,2.7854605739617404
48429,ENSMUSG00000036855.4,Gjd4,protein_coding,2661,0,0.0,0.0,0.0
48430,ENSMUSG00000117644.2,Gm50053,processed_pseudogene,446,0,0.0,0.0,0.0
48431,ENSMUSG00000024286.9,Ccny,protein_coding,6095,13,2.132895816242822,37.55406844468948,5.2688112044511195
48432,ENSMUSG00000117448.2,Gm50055,TEC,2028,0,0.0,0.0,0.0
48433,ENSMUSG00000117503.2,Gm7527,processed_pseudogene,889,0,0.0,0.0,0.0
48434,ENSMUSG00000117435.2,Gm7532,processed_pseudogene,1509,0,0.0,0.0,0.0
48435,ENSMUSG00000117349.2,Gm7274,processed_pseudogene,2059,0,0.0,0.0,0.0
48436,ENSMUSG00000117641.2,Gm46641,processed_pseudogene,2777,0,0.0,0.0,0.0
48437,ENSMUSG00002076359.1,ENSMUSG00002076359,snoRNA,128,0,0.0,0.0,0.0
48438,ENSMUSG00000050996.8,Cetn1,protein_coding,1384,0,0.0,0.0,0.0
48439,ENSMUSG00000117402.2,Gm4834,processed_pseudogene,3618,0,0.0,0.0,0.0
48440,ENSMUSG00000036103.10,Colec12,protein_coding,8725,12,1.3753581661891119,24.216042019348365,4.656269938865315
48441,ENSMUSG00000117390.2,Gm50080,TEC,3242,0,0.0,0.0,0.0
48442,ENSMUSG00000117597.2,Gm50078,TEC,2731,0,0.0,0.0,0.0
48443,ENSMUSG00000091285.3,Gm17430,processed_pseudogene,466,0,0.0,0.0,0.0
48444,ENSMUSG00000098235.3,Gm7497,processed_pseudogene,993,6,6.042296072507553,106.38719366506267,6.746678146435969
48445,ENSMUSG00000089054.2,Gm23350,snRNA,103,0,0.0,0.0,0.0
48446,ENSMUSG00000117619.2,Gm50079,TEC,1679,0,0.0,0.0,0.0
48447,ENSMUSG00002076222.1,ENSMUSG00002076222,miRNA,94,0,0.0,0.0,0.0
48448,ENSMUSG00000117453.2,Gm2424,processed_pseudogene,1103,0,0.0,0.0,0.0
48449,ENSMUSG00000092039.3,Gm5501,processed_pseudogene,832,0,0.0,0.0,0.0
48450,ENSMUSG00000024287.9,Thoc1,protein_coding,8932,5,0.5597850425436632,9.856180335629126,3.440444686043884
48451,ENSMUSG00000047879.18,Usp14,protein_coding,8345,23,2.756141402037148,48.52760367717927,5.630160914796022
48452,ENSMUSG00000024290.10,Rock1,protein_coding,18094,6,0.33160163590140374,5.838536714347696,2.773687655403861
48453,ENSMUSG00000058567.7,Gm2531,pseudogene,512,0,0.0,0.0,0.0
48454,ENSMUSG00000095616.2,Gm26244,snRNA,164,0,0.0,0.0,0.0
48455,ENSMUSG00000117510.2,Gm50032,processed_pseudogene,341,0,0.0,0.0,0.0
48456,ENSMUSG00000117512.2,Gm7156,processed_pseudogene,499,0,0.0,0.0,0.0
48457,ENSMUSG00000117492.2,Gm19052,transcribed_processed_pseudogene,1854,0,0.0,0.0,0.0
48458,ENSMUSG00000117552.2,Gm5686,processed_pseudogene,1079,0,0.0,0.0,0.0
48459,ENSMUSG00000117363.2,Gm50033,TEC,718,0,0.0,0.0,0.0
48460,ENSMUSG00000042942.19,Greb1l,protein_coding,11022,5,0.45363817818907637,7.987243944641568,3.167878762346575
48461,ENSMUSG00002076537.1,ENSMUSG00002076537,miRNA,166,0,0.0,0.0,0.0
48462,ENSMUSG00000094111.3,Nutf2-ps2,processed_pseudogene,379,0,0.0,0.0,0.0
48463,ENSMUSG00002075008.1,ENSMUSG00002075008,snoRNA,118,0,0.0,0.0,0.0
48464,ENSMUSG00000024293.17,Esco1,protein_coding,5100,0,0.0,0.0,0.0
48465,ENSMUSG00000002477.6,Snrpd1,protein_coding,2052,9,4.385964912280702,77.22403750687664,6.289540097089914
48466,ENSMUSG00000002475.17,Abhd3,protein_coding,2334,0,0.0,0.0,0.0
48467,ENSMUSG00000097387.2,4930563E18Rik,lncRNA,1553,0,0.0,0.0,0.0
48468,ENSMUSG00000024294.15,Mib1,protein_coding,10937,23,2.102953277864131,37.02686775953745,5.248947205197315
48469,ENSMUSG00000087816.2,Gm25116,snoRNA,122,0,0.0,0.0,0.0
48470,ENSMUSG00000095438.2,Mir133a-1hg,lncRNA,395,0,0.0,0.0,0.0
48471,ENSMUSG00000065399.3,Mir133a-1,miRNA,68,0,0.0,0.0,0.0
48472,ENSMUSG00000080662.2,Mir1b,miRNA,122,0,0.0,0.0,0.0
48473,ENSMUSG00000106348.2,Mir1a-2,miRNA,72,0,0.0,0.0,0.0
48474,ENSMUSG00000117593.2,Gm18764,processed_pseudogene,754,0,0.0,0.0,0.0
48475,ENSMUSG00000117563.2,Gm7575,processed_pseudogene,2627,0,0.0,0.0,0.0
48476,ENSMUSG00000097222.3,Gata6os,lncRNA,3035,0,0.0,0.0,0.0
48477,ENSMUSG00000005836.11,Gata6,protein_coding,6508,0,0.0,0.0,0.0
48478,ENSMUSG00000117535.2,Gm50067,processed_pseudogene,593,1,1.6863406408094437,29.69153550011446,4.9397689206521616
48479,ENSMUSG00000041238.17,Rbbp8,protein_coding,12521,2,0.15973165082661128,2.8124080427390576,1.9307025394292963
48480,ENSMUSG00000117634.2,Gm50069,lncRNA,2365,0,0.0,0.0,0.0
48481,ENSMUSG00000117589.2,Gm18713,processed_pseudogene,277,0,0.0,0.0,0.0
48482,ENSMUSG00000097440.3,Gm6277,lncRNA,4421,0,0.0,0.0,0.0
48483,ENSMUSG00000040957.16,Cables1,protein_coding,3839,0,0.0,0.0,0.0
48484,ENSMUSG00000084565.3,Mir1901,miRNA,78,0,0.0,0.0,0.0
48485,ENSMUSG00000117430.2,Gm49968,TEC,2773,0,0.0,0.0,0.0
48486,ENSMUSG00000049411.16,Tmem241,protein_coding,4514,0,0.0,0.0,0.0
48487,ENSMUSG00000024404.8,Riok3,protein_coding,10963,5,0.45607954027182346,8.03022920348804,3.174762606370475
48488,ENSMUSG00000084748.3,Gm25289,snRNA,119,0,0.0,0.0,0.0
48489,ENSMUSG00000024410.16,Rmc1,protein_coding,6182,5,0.8087997411840828,14.240602193115393,3.9298480032210374
48490,ENSMUSG00000024413.15,Npc1,protein_coding,11317,4,0.35345056110276574,6.223232500333258,2.852644608379816
48491,ENSMUSG00000086935.2,Gm15956,lncRNA,502,0,0.0,0.0,0.0
48492,ENSMUSG00000057766.15,Ankrd29,protein_coding,4067,0,0.0,0.0,0.0
48493,ENSMUSG00000082051.2,Gm16072,processed_pseudogene,2377,0,0.0,0.0,0.0
48494,ENSMUSG00000024421.17,Lama3,protein_coding,10745,0,0.0,0.0,0.0
48495,ENSMUSG00000099663.2,Gm29201,processed_pseudogene,431,0,0.0,0.0,0.0
48496,ENSMUSG00000100090.2,Gm29199,processed_pseudogene,775,0,0.0,0.0,0.0
48497,ENSMUSG00000101406.2,Gm29200,lncRNA,1085,0,0.0,0.0,0.0
48498,ENSMUSG00002076039.1,5S_rRNA,rRNA,114,0,0.0,0.0,0.0
48499,ENSMUSG00000024424.16,Ttc39c,protein_coding,7234,4,0.552944429084877,9.735737103438137,3.4243493432771124
48500,ENSMUSG00000117418.2,Gm50063,lncRNA,390,0,0.0,0.0,0.0
48501,ENSMUSG00000117573.2,Gm41668,lncRNA,334,0,0.0,0.0,0.0
48502,ENSMUSG00000087950.3,Mir1948,miRNA,85,0,0.0,0.0,0.0
48503,ENSMUSG00000024430.15,Cabyr,protein_coding,2505,0,0.0,0.0,0.0
48504,ENSMUSG00000083332.2,Gm7599,processed_pseudogene,796,0,0.0,0.0,0.0
48505,ENSMUSG00000044252.19,Osbpl1a,protein_coding,7787,1,0.1284191601386927,2.261086496926656,1.70535270757892
48506,ENSMUSG00000117494.2,Gm49970,lncRNA,2858,0,0.0,0.0,0.0
48507,ENSMUSG00000080866.2,Gm5687,processed_pseudogene,640,0,0.0,0.0,0.0
48508,ENSMUSG00000024423.7,Impact,protein_coding,5129,15,2.9245466952622348,51.49272924030378,5.7140457040399815
48509,ENSMUSG00002075789.1,7SK,misc_RNA,307,1,3.257328990228013,57.35205391390186,5.866711532640897
48510,ENSMUSG00000037346.6,Hrh4,protein_coding,1626,0,0.0,0.0,0.0
48511,ENSMUSG00000117447.2,Gm5240,processed_pseudogene,887,0,0.0,0.0,0.0
48512,ENSMUSG00000117583.2,Gm18083,processed_pseudogene,754,0,0.0,0.0,0.0
48513,ENSMUSG00000119747.1,U6,snRNA,107,0,0.0,0.0,0.0
48514,ENSMUSG00000117536.2,Gm41669,lncRNA,1226,0,0.0,0.0,0.0
48515,ENSMUSG00000117367.2,Gm50093,processed_pseudogene,464,0,0.0,0.0,0.0
48516,ENSMUSG00000117608.2,Gm53018,lncRNA,2455,0,0.0,0.0,0.0
48517,ENSMUSG00000024420.10,Zfp521,protein_coding,7030,10,1.422475106685633,25.045633786014044,4.702969638476822
48518,ENSMUSG00000117600.2,Gm50094,TEC,2935,2,0.6814310051107325,11.998010597320526,3.700218924217275
48519,ENSMUSG00000117633.2,8430422H06Rik,lncRNA,1271,0,0.0,0.0,0.0
48520,ENSMUSG00000117470.2,Gm50095,processed_pseudogene,394,0,0.0,0.0,0.0
48521,ENSMUSG00000117365.2,Gm29992,lncRNA,1000,0,0.0,0.0,0.0
48522,ENSMUSG00000117605.2,Gm50097,lncRNA,412,0,0.0,0.0,0.0
48523,ENSMUSG00000055795.7,Gm5160,processed_pseudogene,436,0,0.0,0.0,0.0
48524,ENSMUSG00000117607.2,Gm50098,processed_pseudogene,239,0,0.0,0.0,0.0
48525,ENSMUSG00000053740.9,Gm6457,processed_pseudogene,492,0,0.0,0.0,0.0
48526,ENSMUSG00000037013.18,Ss18,protein_coding,10193,7,0.6867458059452566,12.091588723729531,3.7105682803878843
48527,ENSMUSG00000094306.3,Gm24924,snRNA,164,0,0.0,0.0,0.0
48528,ENSMUSG00000036743.5,Psma8,protein_coding,2494,0,0.0,0.0,0.0
48529,ENSMUSG00000054321.8,Taf4b,protein_coding,5149,5,0.9710623422023694,17.097572879751283,4.177724320972601
48530,ENSMUSG00000117530.2,Gm21055,processed_pseudogene,368,0,0.0,0.0,0.0
48531,ENSMUSG00000117436.2,Gm9474,processed_pseudogene,2057,0,0.0,0.0,0.0
